County,State,Gain
Howard,Arkansas,-2.2
Gloucester,New Jersey,-2.2
King George,Virginia,-2.2
Lane,Oregon,-2.2
Walton,Florida,-2.2
Potter,Texas,-2.2
Smyth,Virginia,-2.2
Adair,Oklahoma,-2.2
Craighead,Arkansas,-2.2
Rockland,New York,-2.3
Talladega,Alabama,-2.3
Luna,New Mexico,-2.3
Westchester,New York,-2.3
Lorain,Ohio,-2.3
Lincoln,Mississippi,-2.3
Henry,Tennessee,-2.3
Clarke,Alabama,-2.3
Waldo,Maine,-2.3
Chittenden,Vermont,-2.3
Marquette,Michigan,-2.3
Lake,Florida,-2.4
Carter,Tennessee,-2.4
Poinsett,Arkansas,-2.4
Rabun,Georgia,-2.4
Blount,Tennessee,-2.4
Nevada,Arkansas,-2.4
St Louis,Missouri,-2.4
Guadalupe,Texas,-2.4
Walthall,Mississippi,-2.4
Crawford,Ohio,-2.4
Tom Green,Texas,-2.4
Hunt,Texas,-2.4
Union,Florida,-2.5
Queens,New York,-2.5
Greene,Virginia,-2.5
Kings,California,-2.5
Obion,Tennessee,-2.6
Delaware,Ohio,-2.6
Osceola,Florida,-2.6
Beltrami,Minnesota,-2.6
Sevier,Tennessee,-2.6
Lubbock,Texas,-2.6
Santa Fe,New Mexico,-2.6
Fannin,Georgia,-2.6
Arkansas,Arkansas,-2.7
San Miguel,New Mexico,-2.7
Camden,Georgia,-2.7
Montgomery,Kentucky,-2.8
Cross,Arkansas,-2.8
Monroe,Tennessee,-2.8
Kootenai,Idaho,-2.8
Franklin,Louisiana,-2.8
St Martin,Louisiana,-2.8
Powell,Kentucky,-2.8
Wood,West Virginia,-2.8
Union,Louisiana,-2.8
Lamar,Texas,-2.9
Hillsborough,New Hampshire,-2.9
Cuyahoga,Ohio,-2.9
Philadelphia,Pennsylvania,-2.9
Bay,Michigan,-2.9
Kent,Maryland,-2.9
Lehigh,Pennsylvania,-2.9
Houston,Alabama,-2.9
Shelby,Kentucky,-2.9
Merced,California,-2.9
Johnson,Tennessee,-2.9
Mason,Michigan,-3.0
Vilas,Wisconsin,-3.0
Brantley,Georgia,-3.0
Garland,Arkansas,-3.0
Crockett,Tennessee,-3.0
Goochland,Virginia,-3.0
Schenectady,New York,-3.0
Humboldt,California,-3.0
Madison,Kentucky,-3.0
Simpson,Mississippi,-3.0
Columbia,New York,-3.0
Montgomery,Texas,-3.1
Ingham,Michigan,-3.1
Chattooga,Georgia,-3.1
Hamilton,Ohio,-3.1
York,South Carolina,-3.1
Cabell,West Virginia,-3.1
Somerset,Maryland,-3.2
Gregg,Texas,-3.2
Hampden,Massachusetts,-3.2
Orange,California,-3.2
Newton,Mississippi,-3.2
St James,Louisiana,-3.2
Falls,Texas,-3.2
Humphreys,Tennessee,-3.2
Mecosta,Michigan,-3.2
Suffolk,Massachusetts,-3.2
Culpeper,Virginia,-3.2
Jones,North Carolina,-3.2
Choctaw,Alabama,-3.2
Madison,Georgia,-3.3
Montcalm,Michigan,-3.3
Roane,Tennessee,-3.3
Clarke,Mississippi,-3.3
Bell,Kentucky,-3.3
Coshocton,Ohio,-3.3
Randolph,Alabama,-3.3
Pike,Ohio,-3.4
Belknap,New Hampshire,-3.4
Carroll,Georgia,-3.4
Stephens,Georgia,-3.4
Ulster,New York,-3.4
Isabella,Michigan,-3.4
Baldwin,Alabama,-3.4
Polk,North Carolina,-3.4
Dona Ana,New Mexico,-3.5
Erie,Ohio,-3.5
Lapeer,Michigan,-3.5
Anderson,South Carolina,-3.5
Knox,Maine,-3.5
Wilkes,North Carolina,-3.5
Jefferson,Kentucky,-3.5
Dinwiddie,Virginia,-3.6
Walker,Texas,-3.6
Abbeville,South Carolina,-3.6
Scott,Indiana,-3.6
Bradley,Tennessee,-3.6
Whitfield,Georgia,-3.6
Otero,New Mexico,-3.6
Butte,California,-3.6
Pemiscot,Missouri,-3.6
Jackson,Oregon,-3.6
Staunton City,Virginia,-3.6
Houston,Texas,-3.7
Fayette,Ohio,-3.7
Jeff Davis,Georgia,-3.7
Imperial,California,-3.7
Stark,Ohio,-3.8
Broward,Florida,-3.8
Franklin,Kentucky,-3.8
Mercer,West Virginia,-3.8
Dyer,Tennessee,-3.8
Grundy,Tennessee,-3.8
Jasper,Mississippi,-3.8
Valencia,New Mexico,-3.9
Greene,Tennessee,-3.9
Flagler,Florida,-3.9
Chatham,North Carolina,-3.9
San Joaquin,California,-3.9
Bibb,Alabama,-3.9
St Clair,Illinois,-3.9
Bowie,Texas,-3.9
Worcester,Maryland,-4.0
Lake,Indiana,-4.0
Rankin,Mississippi,-4.0
Coconino,Arizona,-4.0
Scioto,Ohio,-4.0
Sumter,Florida,-4.0
Chatham,Georgia,-4.0
Bartow,Georgia,-4.0
Hancock,West Virginia,-4.1
Concordia,Louisiana,-4.1
Charlton,Georgia,-4.1
Franklin,Mississippi,-4.1
Victoria,Texas,-4.1
Hawkins,Tennessee,-4.1
Berkeley,South Carolina,-4.1
Jessamine,Kentucky,-4.2
Spartanburg,South Carolina,-4.2
Wayne,Indiana,-4.2
Pike,Alabama,-4.2
Etowah,Alabama,-4.2
De Soto,Louisiana,-4.2
Warren,Kentucky,-4.2
New Madrid,Missouri,-4.2
Grant,New Mexico,-4.3
McDowell,North Carolina,-4.3
Pender,North Carolina,-4.3
Indian River,Florida,-4.3
Pasco,Florida,-4.3
Muskogee,Oklahoma,-4.3
Calhoun,Alabama,-4.3
Bradford,Florida,-4.3
Carteret,North Carolina,-4.3
Hampton City,Virginia,-4.4
Talbot,Maryland,-4.4
Shiawassee,Michigan,-4.4
Bedford,Tennessee,-4.4
Ashley,Arkansas,-4.4
Pearl River,Mississippi,-4.4
Bedford City,Virginia,-4.4
Murray,Georgia,-4.4
Baltimore,Maryland,-4.4
Union,Arkansas,-4.4
Fayette,Pennsylvania,-4.4
Bristol City,Virginia,-4.5
Onslow,North Carolina,-4.5
Socorro,New Mexico,-4.5
Washington,Texas,-4.5
Jackson,Ohio,-4.5
Monroe,Mississippi,-4.6
Webb,Texas,-4.6
Jackson,Missouri,-4.6
Fayette,Indiana,-4.6
McCracken,Kentucky,-4.6
Manatee,Florida,-4.6
Washington,Louisiana,-4.6
Cape May,New Jersey,-4.6
Hidalgo,Texas,-4.6
Telfair,Georgia,-4.7
DeKalb,Georgia,-4.7
Douglas,Georgia,-4.8
Walton,Georgia,-4.8
Essex,Virginia,-4.8
Trinity,California,-4.8
Ross,Ohio,-4.8
Iosco,Michigan,-4.8
Henry,Virginia,-4.8
Miller,Arkansas,-4.8
Westmoreland,Virginia,-4.8
Southampton,Virginia,-4.9
Montgomery,Mississippi,-4.9
Johnston,North Carolina,-4.9
Bell,Texas,-4.9
Alcorn,Mississippi,-4.9
Clay,Kentucky,-4.9
Pueblo,Colorado,-4.9
Kent,Michigan,-4.9
Mason,Kentucky,-4.9
Vigo,Indiana,-5.0
Wayne,Georgia,-5.0
Scott,Kentucky,-5.0
Washington,Tennessee,-5.0
Wilkinson,Mississippi,-5.0
Harris,Georgia,-5.0
Roscommon,Michigan,-5.0
Mississippi,Missouri,-5.1
Carroll,Mississippi,-5.1
Drew,Arkansas,-5.1
Ashe,North Carolina,-5.1
Colleton,South Carolina,-5.1
Bristol,Massachusetts,-5.1
Nash,North Carolina,-5.1
Dallas,Texas,-5.1
West Baton Rouge,Louisiana,-5.1
Emanuel,Georgia,-5.2
Dodge,Georgia,-5.2
Pickens,South Carolina,-5.2
Webster,Mississippi,-5.2
Fayette,Kentucky,-5.2
Charlevoix,Michigan,-5.2
Pickens,Alabama,-5.2
Red River,Louisiana,-5.2
Iberville,Louisiana,-5.2
Kershaw,South Carolina,-5.2
Caroline,Maryland,-5.2
Peach,Georgia,-5.3
Florence,South Carolina,-5.3
Putnam,Florida,-5.3
Henry,Alabama,-5.3
Monroe,Arkansas,-5.3
Sussex,Virginia,-5.3
Greene,Ohio,-5.3
Hernando,Florida,-5.4
Avoyelles,Louisiana,-5.4
Lancaster,Virginia,-5.4
Nottoway,Virginia,-5.4
Kalamazoo,Michigan,-5.4
Ware,Georgia,-5.4
Martin,Florida,-5.4
Crawford,Michigan,-5.4
Brunswick,Virginia,-5.4
Clark,Ohio,-5.5
Tangipahoa,Louisiana,-5.5
Lee,Georgia,-5.5
Ouachita,Louisiana,-5.5
Shawnee,Kansas,-5.5
Hancock,Mississippi,-5.5
Hays,Texas,-5.5
Sampson,North Carolina,-5.5
Caldwell,Texas,-5.6
Lincoln,Oregon,-5.6
Breathitt,Kentucky,-5.6
Pointe Coupee,Louisiana,-5.6
Oklahoma,Oklahoma,-5.6
White,Tennessee,-5.6
Craven,North Carolina,-5.6
Alameda,California,-5.6
Hamblen,Tennessee,-5.6
Boone,Missouri,-5.7
St Tammany,Louisiana,-5.7
Rowan,Kentucky,-5.7
Montgomery,North Carolina,-5.7
Brevard,Florida,-5.7
Douglas,Oregon,-5.8
Hawaii,Hawaii,-5.8
Vanderburgh,Indiana,-5.8
Kings,New York,-5.8
Marion,Florida,-5.8
Grady,Georgia,-5.8
Claiborne,Louisiana,-5.8
Mecklenburg,Virginia,-5.8
Mobile,Alabama,-5.8
Bertie,North Carolina,-5.9
Hart,Georgia,-5.9
Jones,Georgia,-5.9
Polk,Georgia,-5.9
Tulare,California,-5.9
Berrien,Georgia,-6.0
Chemung,New York,-6.0
Cocke,Tennessee,-6.0
Autauga,Alabama,-6.0
Gwinnett,Georgia,-6.0
Lee,Mississippi,-6.0
Taylor,Florida,-6.1
Camden,New Jersey,-6.1
Jackson,Illinois,-6.1
Jackson,Mississippi,-6.1
St Lucie,Florida,-6.1
St Francis,Arkansas,-6.1
Dauphin,Pennsylvania,-6.1
Lenoir,North Carolina,-6.1
Montgomery,Alabama,-6.2
Chesapeake City,Virginia,-6.2
Dare,North Carolina,-6.2
El Paso,Colorado,-6.2
Darlington,South Carolina,-6.2
Humphreys,Mississippi,-6.2
Trigg,Kentucky,-6.2
Boyd,Kentucky,-6.2
Clayton,Georgia,-6.3
Mississippi,Arkansas,-6.3
Racine,Wisconsin,-6.3
Transylvania,North Carolina,-6.4
Walker,Georgia,-6.4
Limestone,Alabama,-6.5
Saluda,South Carolina,-6.5
Allen,Indiana,-6.5
Hamilton,Florida,-6.5
Sullivan,Tennessee,-6.6
St Bernard,Louisiana,-6.6
Cabarrus,North Carolina,-6.6
Washington,Maine,-6.6
Buckingham,Virginia,-6.6
Lucas,Ohio,-6.6
Lincoln,North Carolina,-6.6
Bourbon,Kentucky,-6.7
Hopewell City,Virginia,-6.7
Jefferson,West Virginia,-6.7
Lunenburg,Virginia,-6.7
McLennan,Texas,-6.7
Wyandotte,Kansas,-6.8
Marshall,Mississippi,-6.8
Shelby,Alabama,-6.8
Allen,Ohio,-6.8
Cibola,New Mexico,-6.8
Wicomico,Maryland,-6.8
Perquimans,North Carolina,-6.8
Caroline,Virginia,-6.9
La Paz,Arizona,-6.9
Cobb,Georgia,-6.9
East Feliciana,Louisiana,-6.9
Colbert,Alabama,-7.0
Cook,Georgia,-7.0
Rapides,Louisiana,-7.0
Granville,North Carolina,-7.0
Caldwell,North Carolina,-7.0
Maury,Tennessee,-7.1
Livingston,Michigan,-7.1
Bexar,Texas,-7.1
Kenton,Kentucky,-7.1
Hardeman,Tennessee,-7.1
Liberty,Georgia,-7.1
Burke,North Carolina,-7.2
Iberia,Louisiana,-7.2
Knox,Tennessee,-7.2
Greene,North Carolina,-7.2
Kenosha,Wisconsin,-7.2
Ben Hill,Georgia,-7.2
Beaufort,North Carolina,-7.2
Broome,New York,-7.3
Lafayette,Louisiana,-7.3
Seminole,Florida,-7.3
Williamsburg,South Carolina,-7.3
Appomattox,Virginia,-7.3
Clark,Kentucky,-7.3
Leon,Florida,-7.4
Ouachita,Arkansas,-7.4
Butler,Alabama,-7.5
Decatur,Georgia,-7.5
Hempstead,Arkansas,-7.5
Macon,Illinois,-7.5
Monroe,Alabama,-7.5
Howard,Indiana,-7.5
Greenwood,South Carolina,-7.5
Travis,Texas,-7.5
Sangamon,Illinois,-7.5
Harnett,North Carolina,-7.5
Attala,Mississippi,-7.6
Jasper,Georgia,-7.6
Bernalillo,New Mexico,-7.6
LaPorte,Indiana,-7.6
Halifax,Virginia,-7.6
Prince Edward,Virginia,-7.6
Lee,North Carolina,-7.7
Taylor,Georgia,-7.7
Columbus,North Carolina,-7.7
Clarendon,South Carolina,-7.7
Brazos,Texas,-7.7
Tallapoosa,Alabama,-7.7
Rutherford,North Carolina,-7.7
Davidson,Tennessee,-7.8
Upson,Georgia,-7.8
Gila,Arizona,-7.8
Grant,Indiana,-7.9
Union,North Carolina,-7.9
Pulaski,Virginia,-7.9
Polk,Florida,-7.9
Elbert,Georgia,-7.9
St Johns,Florida,-8.0
Calhoun,Michigan,-8.0
Turner,Georgia,-8.0
Gibson,Tennessee,-8.1
Coweta,Georgia,-8.1
Pitt,North Carolina,-8.1
Tuscaloosa,Alabama,-8.1
Jackson,Michigan,-8.2
Toombs,Georgia,-8.2
Person,North Carolina,-8.2
Calhoun,Mississippi,-8.2
Madison,Florida,-8.2
Catawba,North Carolina,-8.3
Conecuh,Alabama,-8.3
Lafayette,Mississippi,-8.3
Lexington,South Carolina,-8.3
Natchitoches,Louisiana,-8.3
Bulloch,Georgia,-8.3
Butts,Georgia,-8.3
Fairfield,Connecticut,-8.3
Berkeley,West Virginia,-8.3
New Haven,Connecticut,-8.4
Athens,Ohio,-8.4
Lowndes,Alabama,-8.5
Coffee,Georgia,-8.5
Thomas,Georgia,-8.5
Adams,Mississippi,-8.5
Dooly,Georgia,-8.5
Peoria,Illinois,-8.5
Roosevelt,Montana,-8.6
Dorchester,Maryland,-8.6
Hampton,South Carolina,-8.6
Jenkins,Georgia,-8.6
Essex,New Jersey,-8.6
Newport News City,Virginia,-8.7
Accomack,Virginia,-8.7
Martin,North Carolina,-8.7
Madison,Indiana,-8.7
Moore,North Carolina,-8.7
Del Norte,California,-8.7
New Castle,Delaware,-8.8
Trumbull,Ohio,-8.8
Bladen,North Carolina,-8.8
Jasper,South Carolina,-8.8
Worth,Georgia,-8.8
Winnebago,Illinois,-8.8
Desha,Arkansas,-8.9
Chambers,Alabama,-8.9
Sarasota,Florida,-8.9
Mendocino,California,-8.9
Iredell,North Carolina,-8.9
Montgomery,Ohio,-8.9
San Bernardino,California,-9.0
Tate,Mississippi,-9.0
Charleston,South Carolina,-9.0
Monroe,New York,-9.1
Caswell,North Carolina,-9.2
Jefferson Davis,Mississippi,-9.2
Barnwell,South Carolina,-9.2
Kent,Delaware,-9.2
Barrow,Georgia,-9.2
Caddo,Louisiana,-9.3
Pasquotank,North Carolina,-9.3
Cherokee,Georgia,-9.3
Wilkes,Georgia,-9.3
Hale,Alabama,-9.3
Lamar,Georgia,-9.4
Orange,New York,-9.4
Newberry,South Carolina,-9.4
Calhoun,South Carolina,-9.4
Hamilton,Tennessee,-9.4
Laurens,South Carolina,-9.5
Evans,Georgia,-9.5
Jefferson,Arkansas,-9.5
Chesterfield,South Carolina,-9.5
Edgecombe,North Carolina,-9.5
Chickasaw,Mississippi,-9.5
Warren,North Carolina,-9.5
Shelby,Tennessee,-9.6
Saginaw,Michigan,-9.6
Brooks,Georgia,-9.6
Orangeburg,South Carolina,-9.6
Scott,Mississippi,-9.6
Marengo,Alabama,-9.6
Oconee,South Carolina,-9.6
Tattnall,Georgia,-9.7
Richland,Louisiana,-9.7
Dallas,Arkansas,-9.7
Pike,Mississippi,-9.8
Richmond,New York,-9.9
Columbia,Arkansas,-9.9
Rockingham,North Carolina,-9.9
Delaware,Indiana,-9.9
Suffolk City,Virginia,-9.9
Lincoln,Louisiana,-10.0
Washtenaw,Michigan,-10.1
Bleckley,Georgia,-10.1
Jefferson,Alabama,-10.1
Hertford,North Carolina,-10.2
Orange,North Carolina,-10.2
Beaufort,South Carolina,-10.2
Screven,Georgia,-10.3
Fayette,Tennessee,-10.4
Pinal,Arizona,-10.4
Muskegon,Michigan,-10.4
Chester,South Carolina,-10.4
Mahoning,Ohio,-10.5
Franklin,North Carolina,-10.5
Lowndes,Georgia,-10.5
Colquitt,Georgia,-10.5
Alamance,North Carolina,-10.6
Lee,Alabama,-10.6
Davidson,North Carolina,-10.6
Troup,Georgia,-10.6
Sumter,South Carolina,-10.6
Los Angeles,California,-10.6
Jefferson,Florida,-10.7
Pulaski,Georgia,-10.7
Lynchburg City,Virginia,-10.8
Wilkinson,Georgia,-10.8
Volusia,Florida,-10.8
New York,New York,-10.9
Chowan,North Carolina,-10.9
Galveston,Texas,-10.9
Floyd,Georgia,-10.9
Cherokee,South Carolina,-10.9
Passaic,New Jersey,-11.0
St John The Baptist,Louisiana,-11.1
Sandoval,New Mexico,-11.1
Morehouse,Louisiana,-11.2
Riverside,California,-11.2
Lee,Florida,-11.2
Washington,Georgia,-11.3
Franklin City,Virginia,-11.3
Emporia City,Virginia,-11.3
Barbour,Alabama,-11.3
Palm Beach,Florida,-11.3
Mitchell,Georgia,-11.3
Russell,Alabama,-11.3
Muscogee,Georgia,-11.3
Noxubee,Mississippi,-11.4
Durham,North Carolina,-11.4
Wake,North Carolina,-11.4
Cleveland,North Carolina,-11.4
Apache,Arizona,-11.4
Forrest,Mississippi,-11.4
McDuffie,Georgia,-11.5
Washington,North Carolina,-11.5
Coosa,Alabama,-11.5
Copiah,Mississippi,-11.6
Richmond,North Carolina,-11.6
Halifax,North Carolina,-11.6
Cumberland,New Jersey,-11.6
Seminole,Georgia,-11.6
Fulton,Georgia,-11.6
Berrien,Michigan,-11.7
Sumter,Alabama,-11.7
Kane,Illinois,-11.7
Wilcox,Alabama,-11.7
New Hanover,North Carolina,-11.7
Laurens,Georgia,-11.8
Lowndes,Mississippi,-11.8
Kemper,Mississippi,-11.8
Sussex,Delaware,-11.8
Dallas,Alabama,-11.9
Bullock,Alabama,-11.9
Randolph,Georgia,-11.9
Denver,Colorado,-12.0
Marion,Indiana,-12.1
Vance,North Carolina,-12.1
Wayne,North Carolina,-12.1
Pima,Arizona,-12.2
Union,South Carolina,-12.2
Aiken,South Carolina,-12.2
Neshoba,Mississippi,-12.3
Jefferson,Mississippi,-12.3
Bronx,New York,-12.3
Milwaukee,Wisconsin,-12.3
Perry,Alabama,-12.3
Jefferson,Oregon,-12.4
Rosebud,Montana,-12.4
Danville City,Virginia,-12.4
Bamberg,South Carolina,-12.5
Warren,Mississippi,-12.5
Wayne,Michigan,-12.5
Chicot,Arkansas,-12.6
Tipton,Tennessee,-12.6
Richmond,Georgia,-12.6
Bibb,Georgia,-12.6
Navajo,Arizona,-12.7
Lee,Arkansas,-12.7
Lauderdale,Tennessee,-12.7
Northampton,North Carolina,-12.8
Sharkey,Mississippi,-12.8
Madison,Mississippi,-12.9
Clay,Mississippi,-12.9
Tift,Georgia,-12.9
Lancaster,South Carolina,-12.9
Winston,Mississippi,-12.9
Fresno,California,-12.9
Glynn,Georgia,-13.0
Yalobusha,Mississippi,-13.0
Crisp,Georgia,-13.1
Putnam,Georgia,-13.1
Buncombe,North Carolina,-13.1
Dillon,South Carolina,-13.1
Meriwether,Georgia,-13.1
Jefferson,Louisiana,-13.1
Rowan,North Carolina,-13.2
Wilson,North Carolina,-13.2
Crittenden,Arkansas,-13.2
Bethel,Alaska,-13.2
Morgan,Georgia,-13.3
Jefferson,Georgia,-13.3
Georgetown,South Carolina,-13.3
Lauderdale,Mississippi,-13.3
Cook,Illinois,-13.3
Norfolk City,Virginia,-13.4
Macon,Alabama,-13.4
Orange,Florida,-13.5
Hillsborough,Florida,-13.5
Madison,Louisiana,-13.5
Oktibbeha,Mississippi,-13.6
McCormick,South Carolina,-13.8
Portsmouth City,Virginia,-13.8
Greene,Georgia,-13.8
Mecklenburg,North Carolina,-13.8
Hoke,North Carolina,-13.8
East Baton Rouge,Louisiana,-13.9
Charlottesville City,Virginia,-13.9
Haywood,Tennessee,-14.0
Marlboro,South Carolina,-14.0
Dougherty,Georgia,-14.1
Martinsville City,Virginia,-14.2
Brunswick,North Carolina,-14.3
Baldwin,Georgia,-14.3
Panola,Mississippi,-14.5
St Louis City,Missouri,-14.5
Will,Illinois,-14.5
Early,Georgia,-14.5
Gaston,North Carolina,-14.5
Terrell,Georgia,-14.6
Rolette,North Dakota,-14.7
Greene,Alabama,-14.7
Anson,North Carolina,-14.7
Northampton,Virginia,-14.7
Holmes,Mississippi,-14.7
Sumter,Georgia,-14.8
Richmond City,Virginia,-14.8
Escambia,Florida,-14.8
Petersburg City,Virginia,-14.8
Marion,South Carolina,-14.9
Edgefield,South Carolina,-15.0
East Carroll,Louisiana,-15.0
Burke,Georgia,-15.0
Gadsden,Florida,-15.0
Robeson,North Carolina,-15.0
Allendale,South Carolina,-15.1
Quitman,Mississippi,-15.2
Guilford,North Carolina,-15.2
Phillips,Arkansas,-15.5
Lee,South Carolina,-15.6
Madison,Tennessee,-15.7
Hancock,Georgia,-15.9
Tallahatchie,Mississippi,-15.9
Bolivar,Mississippi,-15.9
Fairfield,South Carolina,-16.0
Leflore,Mississippi,-16.0
Grenada,Mississippi,-16.1
Scotland,North Carolina,-16.2
Clarke,Georgia,-16.2
Richland,South Carolina,-16.3
Greenville,South Carolina,-16.5
Atlantic,New Jersey,-16.5
Monroe,Georgia,-16.5
Big Horn,Montana,-16.7
Washington,Mississippi,-16.8
Nome,Alaska,-16.9
Cumberland,North Carolina,-17.1
Spalding,Georgia,-17.1
Sunflower,Mississippi,-17.2
Baltimore City,Maryland,-17.3
Madison,Alabama,-17.8
Tunica,Mississippi,-18.0
Claiborne,Mississippi,-18.0
Horry,South Carolina,-18.2
Roanoke City,Virginia,-18.2
Coahoma,Mississippi,-18.8
Yazoo,Mississippi,-18.9
Glacier,Montana,-18.9
McKinley,New Mexico,-19.2
Orleans,Louisiana,-19.2
Genesee,Michigan,-19.5
Hinds,Mississippi,-21.5
Forsyth,North Carolina,-23.8
Todd,South Dakota,-31.6
Shannon,South Dakota,-34.7
