County,State,Gain
Sioux,Iowa,34.9
Cedar,Nebraska,33.1
Lyon,Iowa,32.8
Nemaha,Kansas,32.6
Duchesne,Utah,31.0
Hutchinson,South Dakota,30.8
Boone,Nebraska,30.0
Spink,South Dakota,29.8
Clay,Nebraska,29.6
Colfax,Nebraska,29.5
Grundy,Iowa,29.3
Stark,North Dakota,29.0
Williams,North Dakota,28.7
Bottineau,North Dakota,28.6
Butler,Iowa,28.0
Cuming,Nebraska,27.9
Morgan,Utah,27.8
Kossuth,Iowa,27.7
Yuma,Colorado,27.7
Richland,North Dakota,27.3
Richland,Montana,27.0
Pierce,Nebraska,27.0
Ida,Iowa,27.0
Turner,South Dakota,26.9
Campbell,Wyoming,26.6
Kingsbury,South Dakota,26.4
Mercer,North Dakota,26.4
Redwood,Minnesota,26.4
Stevens,Minnesota,26.3
Carroll,Iowa,26.2
Plymouth,Iowa,26.2
Sac,Iowa,26.0
Pepin,Wisconsin,25.7
Chippewa,Minnesota,25.6
Brown,Minnesota,25.5
Pipestone,Minnesota,25.3
Chickasaw,Iowa,25.3
Lagrange,Indiana,25.3
Saline,Nebraska,25.3
Swift,Minnesota,25.2
Ochiltree,Texas,25.2
O Brien,Iowa,25.0
Delaware,Iowa,24.9
Andrews,Texas,24.7
Weston,Wyoming,24.6
Marshall,Kansas,24.6
Knox,Nebraska,24.6
Palo Alto,Iowa,24.6
Winneshiek,Iowa,24.5
Dubois,Indiana,24.3
Renville,Minnesota,24.2
Platte,Nebraska,24.1
Uintah,Utah,24.0
Lincoln,South Dakota,24.0
Clayton,Iowa,23.8
Howard,Iowa,23.7
Emery,Utah,23.6
Traill,North Dakota,23.6
Summit,Utah,23.3
Cottonwood,Minnesota,23.3
Holt,Nebraska,23.2
Barnes,North Dakota,23.1
Converse,Wyoming,22.9
Butler,Nebraska,22.8
Yellow Medicine,Minnesota,22.8
Marshall,Minnesota,22.8
Hancock,Iowa,22.7
Morton,North Dakota,22.6
Wabasha,Minnesota,22.5
Jefferson,Nebraska,22.5
Washita,Oklahoma,22.4
Crawford,Iowa,22.4
Bremer,Iowa,22.4
Calhoun,Iowa,22.3
York,Nebraska,22.2
Cedar,Iowa,22.2
Sibley,Minnesota,22.2
Saunders,Nebraska,22.2
Lafayette,Wisconsin,22.2
Lac Qui Parle,Minnesota,22.1
Rock,Minnesota,22.1
Kingman,Kansas,22.1
Pope,Minnesota,22.0
Dawson,Montana,21.9
Buchanan,Iowa,21.8
Humboldt,Iowa,21.7
Beckham,Oklahoma,21.7
Moffat,Colorado,21.6
Union,South Dakota,21.6
Nobles,Minnesota,21.6
Franklin,Idaho,21.6
Le Sueur,Minnesota,21.4
Emmet,Iowa,21.3
Putnam,Ohio,21.2
Custer,Nebraska,21.2
Murray,Minnesota,21.1
Kewaunee,Wisconsin,21.0
Todd,Minnesota,21.0
Bear Lake,Idaho,20.8
Iowa,Iowa,20.8
Seward,Nebraska,20.7
Mitchell,Kansas,20.6
Carver,Minnesota,20.6
Calumet,Wisconsin,20.6
Lyon,Minnesota,20.5
Lake,South Dakota,20.5
Antelope,Nebraska,20.5
St Croix,Wisconsin,20.5
Phelps,Nebraska,20.3
Monroe,Illinois,20.3
Jackson,Iowa,20.3
Osage,Missouri,20.2
Meeker,Minnesota,19.9
Fairfax City,Virginia,19.9
Pocahontas,Iowa,19.8
Fayette,Iowa,19.7
Red Willow,Nebraska,19.6
McLeod,Minnesota,19.5
Big Horn,Wyoming,19.4
Garfield,Colorado,19.4
Benton,Iowa,19.3
Cherokee,Iowa,19.3
Pecos,Texas,19.3
Hamilton,Illinois,19.3
Washington,Illinois,19.3
Montague,Texas,19.3
Walsh,North Dakota,19.3
Poweshiek,Iowa,19.2
Hamilton,Nebraska,19.2
Hardin,Iowa,19.2
Clay,Iowa,19.2
Winnebago,Iowa,19.2
Allamakee,Iowa,19.1
Nicollet,Minnesota,19.1
Cheyenne,Nebraska,19.1
Poquoson City,Virginia,19.0
Pierce,Wisconsin,19.0
Polk,Minnesota,19.0
Clinton,Illinois,18.9
Millard,Utah,18.9
Platte,Wyoming,18.8
Keokuk,Iowa,18.7
Kingfisher,Oklahoma,18.7
Sweetwater,Wyoming,18.7
Jefferson,Kansas,18.6
Houston,Minnesota,18.6
Box Elder,Utah,18.6
Juab,Utah,18.6
Madison,Iowa,18.5
Harrison,Iowa,18.5
Jones,Iowa,18.4
Buena Vista,Iowa,18.4
Mitchell,Iowa,18.4
Caribou,Idaho,18.4
Grant,South Dakota,18.3
Pottawatomie,Kansas,18.3
Wadena,Minnesota,18.3
Stearns,Minnesota,18.3
Marion,Kansas,18.3
Sheridan,Wyoming,18.2
Douglas,Minnesota,18.2
Wright,Iowa,18.1
Pembina,North Dakota,18.1
Roseau,Minnesota,18.1
Hamilton,Iowa,18.1
Trempealeau,Wisconsin,18.1
Cassia,Idaho,18.1
Ellis,Kansas,18.0
Benton,Minnesota,18.0
Jackson,Minnesota,18.0
Johnson,Texas,18.0
Waseca,Minnesota,17.9
McLean,North Dakota,17.9
Buffalo,Wisconsin,17.9
Chariton,Missouri,17.9
Reeves,Texas,17.8
Shelby,Iowa,17.6
Wasatch,Utah,17.6
Pennington,Minnesota,17.6
Lincoln,Wyoming,17.5
Dakota,Nebraska,17.5
Yankton,South Dakota,17.5
Uinta,Wyoming,17.4
Coffey,Kansas,17.4
Warren,Iowa,17.3
Faribault,Minnesota,17.3
Perry,Pennsylvania,17.3
Jasper,Illinois,17.3
Franklin,Iowa,17.2
Perry,Missouri,17.1
Box Butte,Nebraska,17.1
Dodge,Minnesota,17.1
Burt,Nebraska,17.1
Nodaway,Missouri,17.0
Gaines,Texas,17.0
Iowa,Wisconsin,17.0
Lucas,Iowa,16.9
Carroll,Missouri,16.9
Davison,South Dakota,16.8
Douglas,Illinois,16.8
Taylor,Wisconsin,16.7
Ward,North Dakota,16.7
Delta,Colorado,16.7
Clay,Kansas,16.7
Mercer,Ohio,16.7
Pratt,Kansas,16.5
Morrison,Minnesota,16.5
Kandiyohi,Minnesota,16.5
Ward,Texas,16.5
Dunn,Wisconsin,16.5
Piatt,Illinois,16.5
Stutsman,North Dakota,16.4
Natrona,Wyoming,16.4
Gooding,Idaho,16.3
Fillmore,Minnesota,16.3
Scurry,Texas,16.3
Jackson,Kansas,16.2
Jones,Texas,16.2
Green Lake,Wisconsin,16.1
Tama,Iowa,16.1
Linn,Missouri,16.1
Custer,Montana,16.1
Brown,South Dakota,16.0
Goodhue,Minnesota,16.0
Codington,South Dakota,16.0
Gage,Nebraska,16.0
Utah,Utah,16.0
Dickenson,Virginia,15.9
Ector,Texas,15.9
Ottawa,Michigan,15.9
Washington,Nebraska,15.9
Beadle,South Dakota,15.9
Madison,Nebraska,15.9
Mahaska,Iowa,15.9
Sevier,Utah,15.8
Cooke,Texas,15.8
Whitman,Washington,15.8
Wright,Minnesota,15.8
Texas,Oklahoma,15.7
Van Buren,Iowa,15.7
Brookings,South Dakota,15.6
Portage,Wisconsin,15.6
Anderson,Kansas,15.6
Eagle,Colorado,15.6
Richardson,Nebraska,15.6
Sanders,Montana,15.5
Meade,South Dakota,15.5
Park,Wyoming,15.4
Buffalo,Nebraska,15.4
Union,Iowa,15.4
Cass,Iowa,15.3
Otter Tail,Minnesota,15.3
Woodford,Illinois,15.3
Sanpete,Utah,15.3
Floyd,Iowa,15.3
Clark,Wisconsin,15.3
Woodward,Oklahoma,15.3
Dickinson,Iowa,15.3
Martin,Indiana,15.2
Cloud,Kansas,15.2
Brown,Kansas,15.1
Dupage,Illinois,15.1
Door,Wisconsin,15.1
Montgomery,Iowa,15.0
Dubuque,Iowa,15.0
Manassas Park City,Virginia,15.0
Greene,Iowa,15.0
Holmes,Ohio,15.0
Dawson,Nebraska,14.9
Scott,Minnesota,14.9
Barton,Kansas,14.9
Cache,Utah,14.9
Monona,Iowa,14.8
Dodge,Nebraska,14.8
Isanti,Minnesota,14.8
Lee,Texas,14.7
Marion,Iowa,14.7
Washington,Minnesota,14.7
Kendall,Illinois,14.7
Butte,South Dakota,14.7
Jasper,Indiana,14.7
Mills,Iowa,14.6
Benton,Indiana,14.6
Lewis,New York,14.6
Young,Texas,14.6
Page,Iowa,14.5
Shelby,Illinois,14.5
Dakota,Minnesota,14.5
Wells,Indiana,14.5
Fulton,Pennsylvania,14.5
Hockley,Texas,14.5
Clay,Minnesota,14.5
Jo Daviess,Illinois,14.4
Tolland,Connecticut,14.4
Guthrie,Iowa,14.4
Chippewa,Wisconsin,14.4
Kenai Peninsula,Alaska,14.4
Snohomish,Washington,14.4
Monroe,Ohio,14.3
Grant,Wisconsin,14.2
Burleigh,North Dakota,14.2
Bergen,New Jersey,14.1
Spencer,Indiana,14.1
Buchanan,Virginia,14.1
Ozaukee,Wisconsin,14.1
Juniata,Pennsylvania,14.0
Lawrence,South Dakota,14.0
Jefferson,Colorado,14.0
Cumberland,Pennsylvania,14.0
Carbon,Wyoming,13.9
Otoe,Nebraska,13.9
Rusk,Wisconsin,13.9
Midland,Texas,13.8
Sullivan,Indiana,13.8
Atchison,Kansas,13.8
Medina,Ohio,13.8
Lewis,Missouri,13.8
Franklin,Arkansas,13.7
Ripley,Indiana,13.7
Hendricks,Indiana,13.7
Effingham,Illinois,13.7
Callahan,Texas,13.6
Minidoka,Idaho,13.6
Somerset,Pennsylvania,13.6
Henry,Iowa,13.6
Conejos,Colorado,13.6
Fountain,Indiana,13.6
Martin,Minnesota,13.6
Madison,Idaho,13.6
Louisa,Iowa,13.6
Mesa,Colorado,13.5
Livingston,Illinois,13.5
Bates,Missouri,13.5
Carbon,Utah,13.5
Polk,Wisconsin,13.4
Chisago,Minnesota,13.4
Wyandot,Ohio,13.4
Hancock,Illinois,13.4
Humboldt,Nevada,13.4
Caldwell,Missouri,13.3
Custer,Oklahoma,13.3
McClain,Oklahoma,13.3
Wayne,Illinois,13.3
Wood,Texas,13.3
Bucks,Pennsylvania,13.3
Dodge,Wisconsin,13.3
McPherson,Kansas,13.3
Boone,West Virginia,13.3
Freeborn,Minnesota,13.3
Outagamie,Wisconsin,13.2
Erath,Texas,13.2
Idaho,Idaho,13.2
Adams,Washington,13.2
Lebanon,Pennsylvania,13.2
San Juan,Utah,13.1
Montgomery,Missouri,13.1
Andrew,Missouri,13.1
Mower,Minnesota,13.1
Garvin,Oklahoma,13.1
Vernon,Wisconsin,13.1
Franklin,Kansas,13.1
Tipton,Indiana,13.1
Olmsted,Minnesota,13.0
Weld,Colorado,13.0
Bedford,Pennsylvania,13.0
Iroquois,Illinois,13.0
Wyoming,West Virginia,12.9
Lea,New Mexico,12.9
Daviess,Indiana,12.9
Ramsey,North Dakota,12.9
Marshall,Illinois,12.9
Marathon,Wisconsin,12.9
Rice,Kansas,12.8
Haskell,Oklahoma,12.8
Fond du Lac,Wisconsin,12.8
La Salle,Louisiana,12.8
Fergus,Montana,12.8
Keith,Nebraska,12.7
Wyoming,New York,12.7
Cass,North Dakota,12.7
Waushara,Wisconsin,12.7
Colusa,California,12.7
Cumberland,Illinois,12.7
Waukesha,Wisconsin,12.7
Anoka,Minnesota,12.7
Jefferson,Idaho,12.6
Jefferson,Wisconsin,12.6
Russell,Virginia,12.6
Fremont,Idaho,12.6
Noble,Ohio,12.6
Jerome,Idaho,12.6
White,Arkansas,12.5
Dickinson,Kansas,12.5
Aitkin,Minnesota,12.5
Watonwan,Minnesota,12.5
Monroe,Missouri,12.4
Dallas,Iowa,12.4
Routt,Colorado,12.4
Wise,Texas,12.4
Sarpy,Nebraska,12.4
Waupaca,Wisconsin,12.4
Morgan,Colorado,12.4
Juneau,Wisconsin,12.4
Huron,Michigan,12.4
Snyder,Pennsylvania,12.3
Eastland,Texas,12.3
Pike,Illinois,12.3
Hancock,Kentucky,12.3
Steele,Minnesota,12.3
Monroe,Wisconsin,12.3
Lincoln,Oklahoma,12.2
Moniteau,Missouri,12.2
Lincoln,Wisconsin,12.2
Union,Pennsylvania,12.2
Lavaca,Texas,12.2
Contra Costa,California,12.1
Perry,Indiana,12.1
Davis,Utah,12.1
Fairfax,Virginia,12.1
Cass,Nebraska,12.1
Mercer,Illinois,12.0
Story,Iowa,12.0
Teton,Wyoming,12.0
Manitowoc,Wisconsin,12.0
Latah,Idaho,12.0
Goshen,Wyoming,12.0
Clarion,Pennsylvania,12.0
Canadian,Oklahoma,12.0
Gem,Idaho,12.0
Preston,West Virginia,11.9
Posey,Indiana,11.9
Putnam,New York,11.8
Sherburne,Minnesota,11.8
Greene,Illinois,11.8
New Kent,Virginia,11.8
Wood,Wisconsin,11.8
Webster,Kentucky,11.8
Henry,Ohio,11.8
Tooele,Utah,11.8
Winona,Minnesota,11.7
Sumner,Kansas,11.7
Rice,Minnesota,11.6
Marquette,Wisconsin,11.6
Oconto,Wisconsin,11.6
Jasper,Iowa,11.6
La Plata,Colorado,11.5
Wayne,Pennsylvania,11.5
Marinette,Wisconsin,11.5
Washoe,Nevada,11.5
Wilson,Kansas,11.5
Kanabec,Minnesota,11.5
Butler,Pennsylvania,11.5
Hunterdon,New Jersey,11.5
Harvey,Kansas,11.4
Logan,Colorado,11.4
Green,Wisconsin,11.4
Neosho,Kansas,11.4
Hutchinson,Texas,11.4
Langlade,Wisconsin,11.4
Pine,Minnesota,11.4
Osage,Kansas,11.4
Mille Lacs,Minnesota,11.3
Clearwater,Minnesota,11.3
Live Oak,Texas,11.3
King,Washington,11.3
Atoka,Oklahoma,11.3
Stephens,Oklahoma,11.3
Barton,Missouri,11.3
Lincoln,Washington,11.3
Richland,Wisconsin,11.3
Minnehaha,South Dakota,11.3
Arlington,Virginia,11.2
Eau Claire,Wisconsin,11.2
Duval,Texas,11.2
Kiowa,Oklahoma,11.1
Fayette,Texas,11.1
Elbert,Colorado,11.1
Las Animas,Colorado,11.1
Elko,Nevada,11.1
Los Alamos,New Mexico,11.1
Randall,Texas,11.1
Lincoln,Nebraska,11.1
Auglaize,Ohio,11.0
Montgomery,Illinois,11.0
Union,Oregon,11.0
Columbia,Wisconsin,11.0
Carroll,Illinois,11.0
Becker,Minnesota,11.0
Jefferson,Pennsylvania,11.0
Hill,Texas,10.9
Bingham,Idaho,10.9
Miami,Kansas,10.9
Ste Genevieve,Missouri,10.9
Howard,Missouri,10.9
Crawford,Wisconsin,10.9
Moultrie,Illinois,10.9
Cambria,Pennsylvania,10.9
Twin Falls,Idaho,10.9
El Dorado,California,10.8
Ray,Missouri,10.8
Paulding,Ohio,10.8
Norfolk,Massachusetts,10.8
Clinton,Iowa,10.8
Price,Wisconsin,10.8
Vermilion,Louisiana,10.8
Appanoose,Iowa,10.7
Fulton,Ohio,10.7
Lawrence,Arkansas,10.7
Upshur,Texas,10.7
Fayette,Georgia,10.7
Fayette,Illinois,10.7
Whitley,Indiana,10.7
Zapata,Texas,10.7
Hardin,Texas,10.6
Elk,Pennsylvania,10.6
Randolph,Indiana,10.6
Gillespie,Texas,10.6
Stoddard,Missouri,10.6
Seneca,Ohio,10.6
Rockingham,New Hampshire,10.6
Rockwall,Texas,10.5
Montgomery,Maryland,10.5
Potter,Pennsylvania,10.5
White,Illinois,10.5
Cerro Gordo,Iowa,10.4
Seward,Kansas,10.4
Gray,Texas,10.4
Pike,Indiana,10.4
Indiana,Pennsylvania,10.3
Cass,Missouri,10.3
Shawano,Wisconsin,10.3
Bosque,Texas,10.3
Panola,Texas,10.3
Van Zandt,Texas,10.3
Newton,Indiana,10.3
Pushmataha,Oklahoma,10.2
Grant,Arkansas,10.2
Marshall,West Virginia,10.2
Breckinridge,Kentucky,10.2
Cole,Missouri,10.2
Moore,Texas,10.2
Le Flore,Oklahoma,10.2
Hall,Nebraska,10.2
Matanuska-Susitna,Alaska,10.2
Iron,Missouri,10.1
Palo Pinto,Texas,10.1
Ford,Kansas,10.1
Blue Earth,Minnesota,10.1
Jefferson,Montana,10.1
Forest,Wisconsin,10.1
Tuscarawas,Ohio,10.1
Placer,California,10.1
Hamilton,Indiana,10.1
Grundy,Missouri,10.1
Madison,Missouri,10.1
Baker,Oregon,10.0
Knox,Ohio,10.0
Shelby,Ohio,10.0
Adams,Nebraska,10.0
Koochiching,Minnesota,10.0
White,Indiana,10.0
Comanche,Texas,10.0
Clay,Arkansas,9.9
Bollinger,Missouri,9.9
Logan,Oklahoma,9.9
Washburn,Wisconsin,9.9
Fremont,Colorado,9.8
Jersey,Illinois,9.8
Murray,Oklahoma,9.8
Payne,Oklahoma,9.8
Franklin,Pennsylvania,9.8
Wayne,Missouri,9.8
Washington,Idaho,9.8
Boulder,Colorado,9.8
Craig,Oklahoma,9.7
Itasca,Minnesota,9.7
Montezuma,Colorado,9.7
Lincoln,West Virginia,9.7
Warren,Ohio,9.7
Boone,Iowa,9.7
Washakie,Wyoming,9.7
Gasconade,Missouri,9.6
Macon,Missouri,9.6
Bullitt,Kentucky,9.6
Grant,West Virginia,9.5
Washington,Iowa,9.5
Prowers,Colorado,9.5
Colonial Heights City,Virginia,9.5
Hood,Texas,9.5
Dent,Missouri,9.5
Marshall,Oklahoma,9.4
Hubbard,Minnesota,9.4
Okmulgee,Oklahoma,9.4
Bonneville,Idaho,9.4
Washington,Kentucky,9.4
Weber,Utah,9.4
Barron,Wisconsin,9.4
Napa,California,9.3
Rogers,Oklahoma,9.3
Cannon,Tennessee,9.3
Clinton,Michigan,9.3
Mayes,Oklahoma,9.3
Pawnee,Oklahoma,9.3
Chesterfield,Virginia,9.3
Hughes,South Dakota,9.3
Upshur,West Virginia,9.3
Runnels,Texas,9.2
Larue,Kentucky,9.2
Cooper,Missouri,9.2
Gibson,Indiana,9.1
Shenandoah,Virginia,9.1
Stark,Illinois,9.1
Parmer,Texas,9.1
Castro,Texas,9.1
Smith,Texas,9.1
Oldham,Kentucky,9.0
Columbia,Oregon,9.0
McLean,Kentucky,9.0
Washington,Pennsylvania,9.0
Tioga,Pennsylvania,9.0
Grand Forks,North Dakota,9.0
Missaukee,Michigan,8.9
Roane,West Virginia,8.9
Ogle,Illinois,8.9
Grant,Washington,8.9
Adams,Indiana,8.9
Spokane,Washington,8.9
Platte,Missouri,8.9
Shoshone,Idaho,8.9
Cleburne,Alabama,8.9
Lampasas,Texas,8.9
Cowley,Kansas,8.8
Parker,Texas,8.8
Lassen,California,8.7
DeKalb,Alabama,8.7
Lincoln,Missouri,8.7
Matagorda,Texas,8.7
Brown,Wisconsin,8.7
McDonough,Illinois,8.7
Randolph,Illinois,8.7
Boundary,Idaho,8.7
Bureau,Illinois,8.7
Allegany,New York,8.6
Martin,Kentucky,8.6
Middlesex,New Jersey,8.6
Nassau,Florida,8.6
Clearfield,Pennsylvania,8.6
Chester,Pennsylvania,8.6
Washington,Oregon,8.6
Floyd,Virginia,8.6
Pope,Arkansas,8.5
Fairfield,Ohio,8.5
Darke,Ohio,8.5
Schuylkill,Pennsylvania,8.5
Freestone,Texas,8.5
Beauregard,Louisiana,8.5
Pike,Kentucky,8.5
Richland,Illinois,8.5
Scotts Bluff,Nebraska,8.4
Decatur,Indiana,8.4
Eddy,New Mexico,8.4
Lewis And Clark,Montana,8.4
Garfield,Oklahoma,8.4
Strafford,New Hampshire,8.4
Columbia,Pennsylvania,8.4
Frederick,Maryland,8.4
Howard,Maryland,8.4
Carroll,Ohio,8.4
Roanoke,Virginia,8.3
Jackson,Kentucky,8.3
Anderson,Kentucky,8.3
Barbour,West Virginia,8.3
Greene,Pennsylvania,8.3
Pottawattamie,Iowa,8.3
Wyoming,Pennsylvania,8.3
Pulaski,Indiana,8.3
Scott,Arkansas,8.2
Park,Montana,8.2
Livingston,Missouri,8.2
Williams,Ohio,8.2
Washington,Wisconsin,8.2
Crawford,Pennsylvania,8.2
Lyon,Nevada,8.1
Schoolcraft,Michigan,8.1
Rockingham,Virginia,8.1
Monroe,West Virginia,8.1
Lincoln,Montana,8.1
Leslie,Kentucky,8.1
Mingo,West Virginia,8.1
Orange,Texas,8.1
Sauk,Wisconsin,8.1
Huntingdon,Pennsylvania,8.0
Barry,Missouri,8.0
Laramie,Wyoming,8.0
Marshall,Iowa,8.0
Albany,Wyoming,7.9
Cameron,Texas,7.9
Clinton,Missouri,7.9
Nowata,Oklahoma,7.9
Douglas,Colorado,7.9
Sanilac,Michigan,7.9
Stafford,Virginia,7.9
Wayne,Ohio,7.9
Kodiak Island,Alaska,7.9
Montgomery,Pennsylvania,7.9
Fulton,Indiana,7.9
Coos,New Hampshire,7.8
Labette,Kansas,7.8
Wabash,Illinois,7.8
Marshall,Indiana,7.8
Washington,Utah,7.8
Ford,Illinois,7.8
Grady,Oklahoma,7.8
Lewis,West Virginia,7.8
Loudoun,Virginia,7.8
Johnson,Illinois,7.7
Menominee,Michigan,7.7
Clay,West Virginia,7.7
Bradford,Pennsylvania,7.7
Starke,Indiana,7.7
Yellowstone,Montana,7.7
Dallas,Missouri,7.7
Sutter,California,7.7
Carroll,Maryland,7.7
Union,Kentucky,7.7
Huron,Ohio,7.7
Ravalli,Montana,7.7
York,Maine,7.7
Lamb,Texas,7.6
Harrison,Indiana,7.6
Jackson,Wisconsin,7.6
Sheboygan,Wisconsin,7.6
Orange,Vermont,7.6
Defiance,Ohio,7.6
Lawrence,Missouri,7.6
Cass,Illinois,7.6
Ashland,Ohio,7.6
Sussex,New Jersey,7.5
Adams,Pennsylvania,7.5
Meade,Kentucky,7.5
Allen,Kansas,7.5
Cleburne,Arkansas,7.5
Henry,Illinois,7.5
Gallatin,Montana,7.5
Harrisonburg City,Virginia,7.4
Reno,Kansas,7.4
Fannin,Texas,7.4
Prince George,Virginia,7.4
Bristol,Rhode Island,7.4
Ventura,California,7.4
Benton,Missouri,7.4
Westmoreland,Pennsylvania,7.4
Iron,Utah,7.4
Shelby,Texas,7.4
Rusk,Texas,7.4
Centre,Pennsylvania,7.4
Crawford,Illinois,7.3
Henry,Missouri,7.3
Chaffee,Colorado,7.3
Saline,Illinois,7.3
Greene,Indiana,7.3
Benewah,Idaho,7.3
Jackson,Indiana,7.3
Madison,Ohio,7.3
Franklin,Missouri,7.3
Hopkins,Texas,7.3
Mountrail,North Dakota,7.2
Colorado,Texas,7.2
Botetourt,Virginia,7.2
Montrose,Colorado,7.2
Otsego,New York,7.2
Hughes,Oklahoma,7.2
Menard,Illinois,7.2
Nolan,Texas,7.2
Cedar,Missouri,7.2
Christian,Missouri,7.2
Austin,Texas,7.2
Randolph,Arkansas,7.2
Deschutes,Oregon,7.1
Kitsap,Washington,7.1
Audrain,Missouri,7.1
Pontotoc,Oklahoma,7.1
Torrance,New Mexico,7.1
Warren,Pennsylvania,7.1
Lake,Ohio,7.1
Blaine,Oklahoma,7.1
Christian,Illinois,7.1
Carroll,Indiana,7.0
Walworth,Wisconsin,7.0
Holmes,Florida,7.0
Finney,Kansas,7.0
Leon,Texas,7.0
Creek,Oklahoma,7.0
Bastrop,Texas,7.0
Deer Lodge,Montana,7.0
Parke,Indiana,7.0
Howard,Texas,6.9
Northumberland,Pennsylvania,6.9
