County,State,Gain
Passaic,New Jersey,-2.5
Grant,Kentucky,-2.5
Franklin,Washington,-2.5
Sumter,Alabama,-2.5
Calloway,Kentucky,-2.5
Kauai,Hawaii,-2.5
Washington,Tennessee,-2.5
Lenawee,Michigan,-2.5
Monroe,Florida,-2.5
Ventura,California,-2.5
Lee,North Carolina,-2.5
Allendale,South Carolina,-2.5
Brooks,Georgia,-2.6
Harrison,Mississippi,-2.6
Maury,Tennessee,-2.6
Chester,South Carolina,-2.6
Madison,Mississippi,-2.6
Roscommon,Michigan,-2.6
Alger,Michigan,-2.6
Hampden,Massachusetts,-2.6
Bandera,Texas,-2.6
Summit,Colorado,-2.6
Curry,Oregon,-2.6
Columbia,New York,-2.7
Denton,Texas,-2.7
Coweta,Georgia,-2.7
Adams,Colorado,-2.7
Coconino,Arizona,-2.7
Columbus,North Carolina,-2.7
Decatur,Georgia,-2.7
Tuolumne,California,-2.8
Plumas,California,-2.8
Bamberg,South Carolina,-2.8
Amador,California,-2.8
Kenosha,Wisconsin,-2.8
Alameda,California,-2.8
Pickens,South Carolina,-2.8
Monongalia,West Virginia,-2.8
Yavapai,Arizona,-2.8
Burke,Georgia,-2.9
Watauga,North Carolina,-2.9
Canyon,Idaho,-2.9
Clay,Florida,-2.9
Cherokee,South Carolina,-2.9
Bulloch,Georgia,-2.9
Wyandotte,Kansas,-2.9
Citrus,Florida,-2.9
Russell,Alabama,-2.9
Chittenden,Vermont,-2.9
Pulaski,Georgia,-2.9
Gloucester,New Jersey,-2.9
Albemarle,Virginia,-2.9
Muscogee,Georgia,-2.9
Newport News City,Virginia,-2.9
Hays,Texas,-2.9
Marion,South Carolina,-2.9
Socorro,New Mexico,-2.9
Atlantic,New Jersey,-2.9
Petersburg City,Virginia,-2.9
Ketchikan Gateway,Alaska,-3.0
Northampton,Virginia,-3.0
Sutter,California,-3.0
Tunica,Mississippi,-3.0
Clatsop,Oregon,-3.0
Tift,Georgia,-3.0
Galveston,Texas,-3.0
Humboldt,California,-3.0
Jefferson,Georgia,-3.0
Williamson,Texas,-3.1
Antrim,Michigan,-3.1
Carroll,New Hampshire,-3.1
Jackson,Oregon,-3.1
Coos,Oregon,-3.1
Jasper,South Carolina,-3.1
Quitman,Mississippi,-3.1
Clark,Washington,-3.1
Fairfield,South Carolina,-3.1
Burlington,New Jersey,-3.1
Rensselaer,New York,-3.1
Bolivar,Mississippi,-3.1
Grant,New Mexico,-3.2
Spalding,Georgia,-3.2
Contra Costa,California,-3.2
Lorain,Ohio,-3.2
Cheboygan,Michigan,-3.2
Minnehaha,South Dakota,-3.2
Anderson,South Carolina,-3.2
Sunflower,Mississippi,-3.2
Monroe,Georgia,-3.2
Flathead,Montana,-3.2
Perry,Alabama,-3.2
Coahoma,Mississippi,-3.2
Grenada,Mississippi,-3.2
Washington,Rhode Island,-3.2
Guilford,North Carolina,-3.2
Litchfield,Connecticut,-3.3
Lancaster,Virginia,-3.3
Addison,Vermont,-3.3
Kalkaska,Michigan,-3.4
Hall,Georgia,-3.4
Kleberg,Texas,-3.4
Georgetown,South Carolina,-3.4
Trinity,California,-3.4
Cape May,New Jersey,-3.4
Ravalli,Montana,-3.5
Mecklenburg,North Carolina,-3.5
Kings,California,-3.5
Weld,Colorado,-3.5
Livingston,New York,-3.5
Clayton,Georgia,-3.5
Montgomery,Texas,-3.6
Marlboro,South Carolina,-3.6
Suffolk,Massachusetts,-3.6
Jefferson,Oregon,-3.6
Larimer,Colorado,-3.7
San Benito,California,-3.7
Hidalgo,Texas,-3.7
Howard,Indiana,-3.7
Adams,Mississippi,-3.7
Wayne,Michigan,-3.7
Tompkins,New York,-3.7
Bibb,Georgia,-3.7
Moore,North Carolina,-3.8
Deschutes,Oregon,-3.8
Montgomery,Ohio,-3.8
Clark,Nevada,-3.8
Barnstable,Massachusetts,-3.8
Calhoun,Michigan,-3.9
La Paz,Arizona,-3.9
Lake,California,-3.9
Boyd,Kentucky,-3.9
Sagadahoc,Maine,-3.9
Orange,Florida,-3.9
Bayfield,Wisconsin,-3.9
Otero,New Mexico,-3.9
Glacier,Montana,-3.9
Montgomery,Virginia,-4.0
St Louis City,Missouri,-4.0
Robeson,North Carolina,-4.0
Lowndes,Alabama,-4.0
Portsmouth City,Virginia,-4.0
Knox,Maine,-4.0
Cibola,New Mexico,-4.0
Sumter,Georgia,-4.0
Benton,Washington,-4.0
Hernando,Florida,-4.1
Vinton,Ohio,-4.1
Lapeer,Michigan,-4.1
Lafayette,Louisiana,-4.1
Waldo,Maine,-4.1
Lewis And Clark,Montana,-4.1
Hampton City,Virginia,-4.1
Collier,Florida,-4.2
Maverick,Texas,-4.2
Los Alamos,New Mexico,-4.2
Baldwin,Georgia,-4.2
St Johns,Florida,-4.2
Collin,Texas,-4.2
Greene,Ohio,-4.2
Scotland,North Carolina,-4.2
Washington,North Carolina,-4.3
Worth,Georgia,-4.3
Navajo,Arizona,-4.4
Nome,Alaska,-4.4
Genesee,New York,-4.4
Lincoln,Oregon,-4.4
Valencia,New Mexico,-4.4
Sonoma,California,-4.4
Genesee,Michigan,-4.4
Yolo,California,-4.5
Kootenai,Idaho,-4.6
Franklin,North Carolina,-4.6
Scott,Kentucky,-4.6
Washington,Minnesota,-4.6
Horry,South Carolina,-4.7
Chelan,Washington,-4.7
Crisp,Georgia,-4.7
Columbia,Georgia,-4.7
Washington,Virginia,-4.7
Hamilton,Indiana,-4.7
Bexar,Texas,-4.8
Hood River,Oregon,-4.8
Forsyth,North Carolina,-4.8
Pitt,North Carolina,-4.8
Franklin,Massachusetts,-4.9
Willacy,Texas,-4.9
St Tammany,Louisiana,-4.9
Athens,Ohio,-4.9
Bonneville,Idaho,-4.9
Maui,Hawaii,-4.9
Blaine,Idaho,-4.9
Florence,South Carolina,-5.0
Mendocino,California,-5.0
Cameron,Texas,-5.0
Windham,Vermont,-5.0
Monroe,New York,-5.1
York,Maine,-5.1
Dorchester,South Carolina,-5.1
Kane,Illinois,-5.1
Beaufort,South Carolina,-5.1
Jefferson,Washington,-5.1
Sarasota,Florida,-5.1
Wake,North Carolina,-5.1
Butte,California,-5.1
Marion,Indiana,-5.2
Jefferson,Colorado,-5.2
Liberty,Georgia,-5.2
Rolette,North Dakota,-5.2
Chatham,Georgia,-5.2
Del Norte,California,-5.2
Alachua,Florida,-5.3
Imperial,California,-5.3
Jefferson,Florida,-5.4
El Dorado,California,-5.4
Dare,North Carolina,-5.4
Mackinac,Michigan,-5.4
Brunswick,North Carolina,-5.4
Santa Cruz,Arizona,-5.5
Sumter,South Carolina,-5.5
New Hanover,North Carolina,-5.6
Washington,Mississippi,-5.6
Essex,Massachusetts,-5.6
Charleston,South Carolina,-5.7
Pinellas,Florida,-5.7
McCormick,South Carolina,-5.7
San Luis Obispo,California,-5.8
Taos,New Mexico,-5.8
Fayette,Kentucky,-5.8
Santa Barbara,California,-5.8
Lee,Georgia,-5.8
Hoke,North Carolina,-5.9
Osceola,Florida,-5.9
El Paso,Colorado,-5.9
Santa Fe,New Mexico,-5.9
Stanislaus,California,-5.9
Denver,Colorado,-5.9
Gadsden,Florida,-6.0
Pickens,Georgia,-6.0
Crawford,Michigan,-6.0
San Diego,California,-6.0
Rio Arriba,New Mexico,-6.0
Island,Washington,-6.1
Benton,Oregon,-6.1
Clarke,Georgia,-6.1
York,South Carolina,-6.1
Bernalillo,New Mexico,-6.1
Emmet,Michigan,-6.2
Zavala,Texas,-6.2
Placer,California,-6.2
Jefferson,Mississippi,-6.2
Greenville,South Carolina,-6.2
Putnam,Georgia,-6.2
Big Horn,Montana,-6.2
Pima,Arizona,-6.3
Cumberland,North Carolina,-6.3
Camden,New Jersey,-6.4
Terrell,Georgia,-6.5
Honolulu,Hawaii,-6.5
Thurston,Washington,-6.5
Lake,Ohio,-6.6
Merced,California,-6.6
Orleans,Louisiana,-6.6
Lake,Florida,-6.7
Benzie,Michigan,-6.7
Douglas,Colorado,-6.8
Martin,Florida,-6.8
Dona Ana,New Mexico,-6.8
Hawaii,Hawaii,-6.9
Ada,Idaho,-6.9
Travis,Texas,-7.1
Bethel,Alaska,-7.1
Leon,Florida,-7.2
Richmond City,Virginia,-7.2
Berkeley,South Carolina,-7.2
Pinal,Arizona,-7.2
Tulare,California,-7.4
Douglas,Georgia,-7.4
Sandoval,New Mexico,-7.5
Webb,Texas,-7.6
Macon,Alabama,-7.6
San Francisco,California,-7.6
Missoula,Montana,-7.6
Madison,Louisiana,-7.7
Monterey,California,-7.7
Manatee,Florida,-7.8
Charlottesville City,Virginia,-7.9
Marin,California,-7.9
Apache,Arizona,-8.0
San Juan,Washington,-8.0
Glynn,Georgia,-8.1
Santa Cruz,California,-8.2
Dukes,Massachusetts,-8.4
McHenry,Illinois,-8.4
El Paso,Texas,-8.4
Durham,North Carolina,-8.5
Sacramento,California,-8.5
Volusia,Florida,-8.5
Dade,Florida,-8.5
Bronx,New York,-8.6
Nevada,California,-9.3
McKinley,New Mexico,-9.3
Washoe,Nevada,-9.3
Bullock,Alabama,-9.4
Richmond,Georgia,-9.6
Richland,South Carolina,-9.6
Seminole,Florida,-9.7
San Bernardino,California,-9.7
Brevard,Florida,-9.8
Claiborne,Mississippi,-10.1
Orange,California,-10.1
Riverside,California,-10.1
Cherokee,Georgia,-10.2
Orange,North Carolina,-10.3
Hillsborough,Florida,-10.6
Los Angeles,California,-10.7
Broward,Florida,-11.0
Washtenaw,Michigan,-11.4
Dougherty,Georgia,-11.4
New York,New York,-11.8
District Of Columbia,District Of Columbia,-12.0
Hancock,Georgia,-12.2
Todd,South Dakota,-13.0
Palm Beach,Florida,-14.4
Shannon,South Dakota,-25.4
