6	5011	75	8	13	10	10	6	8	6	9	4	1
6	5013	6	0	3	1	0	0	2	0	0	0	0
6	5015	144	26	22	29	24	21	8	9	1	4	0
6	5017	75	7	11	8	9	6	3	17	4	8	2
6	5019	11	4	0	4	5	-2	2	3	1	-6	0
6	5021	20	-1	2	2	3	7	3	-1	1	2	2
6	5023	39	11	12	0	1	7	5	-1	1	2	1
6	5025	23	6	7	3	0	2	0	3	2	0	0
6	5027	49	0	3	6	5	10	3	6	7	6	3
6	5029	16	4	6	-1	6	1	0	-3	1	3	-1
6	5031	202	18	28	23	30	21	32	24	7	17	2
6	5033	139	17	18	14	25	17	19	10	7	11	1
6	5035	75	17	4	4	9	11	12	3	1	12	2
6	5037	34	4	1	5	5	2	3	3	3	6	2
6	5039	4	3	0	1	0	-1	0	1	-1	0	1
6	5041	62	12	16	9	7	2	-1	9	7	1	0
6	5043	49	10	5	6	7	4	5	6	3	3	0
6	5045	136	17	18	20	12	18	9	16	11	10	5
6	5047	38	6	2	7	8	4	2	3	1	4	1
6	5049	7	0	-1	0	0	1	4	1	2	0	0
6	5051	210	34	25	24	23	33	18	15	16	23	-1
6	5053	35	2	1	3	3	11	3	4	6	2	0
6	5055	36	4	7	4	2	-2	5	10	6	0	0
6	5057	125	23	30	31	18	2	7	0	7	6	1
6	5059	17	2	2	4	3	4	3	-1	-1	1	0
6	5061	50	15	8	4	3	2	1	6	6	5	0
6	5063	51	2	4	8	10	11	6	-1	8	3	0
6	5065	25	1	1	0	2	3	10	-1	6	5	-2
6	5067	33	0	0	19	5	0	4	3	1	1	0
6	5069	239	28	24	30	32	20	6	48	30	15	6
6	5071	200	55	37	28	18	14	15	9	8	11	5
6	5073	13	0	2	1	0	5	1	1	2	1	0
6	5075	-1	-1	-1	0	0	0	1	-1	0	1	0
6	5077	37	11	9	3	3	3	1	1	4	2	0
6	5079	58	7	7	6	7	9	5	7	6	4	0
6	5081	55	10	5	11	4	5	2	9	3	5	1
6	5083	25	2	-1	7	5	7	3	0	2	0	0
6	5085	76	20	22	1	14	9	0	5	0	2	3
6	5087	17	-2	4	3	4	4	0	1	1	2	0
6	5089	1	-6	1	1	3	4	0	-1	-2	-1	2
6	5091	85	6	11	16	29	6	4	10	4	-2	1
6	5093	100	12	15	13	9	5	6	3	16	22	-1
6	5095	29	6	5	6	1	3	1	-1	7	1	0
6	5097	23	9	5	6	2	0	1	-2	0	1	1
6	5099	16	2	2	2	4	0	-1	4	1	0	2
6	5101	11	1	1	1	2	2	1	1	-2	4	0
6	5103	69	2	5	6	17	6	0	15	10	10	-2
6	5105	6	0	0	2	0	2	0	-1	1	1	1
6	5107	42	6	2	7	8	4	8	5	2	1	-1
6	5109	22	1	2	2	4	3	2	3	3	2	0
6	5111	23	1	5	2	6	5	-1	0	0	4	1
6	5113	158	30	26	20	13	13	18	11	12	12	3
6	5115	143	9	12	19	26	9	8	33	19	5	3
6	5117	9	0	1	2	2	0	3	1	0	0	0
6	5119	2336	242	249	316	259	233	316	318	169	176	58
6	5121	7	4	2	-1	2	1	-1	-1	1	0	0
6	5123	68	9	9	13	11	9	7	2	6	0	2
6	5125	133	20	9	19	15	20	10	25	8	5	2
6	5127	10	1	-1	0	5	-3	5	1	2	0	0
6	5129	8	-1	0	0	0	1	3	1	-1	5	0
6	5131	1133	115	120	125	100	116	126	120	144	133	34
6	5133	466	80	62	76	71	58	35	32	24	22	6
6	5135	19	8	7	-3	4	6	-4	5	1	-3	-2
6	5137	3	0	0	0	2	1	-1	-1	1	0	1
6	5139	60	4	9	5	13	10	4	3	3	9	0
6	5141	5	0	3	0	4	-2	-1	4	-1	-2	0
6	5143	1030	125	144	197	149	103	85	99	64	53	11
6	5145	206	25	24	16	26	17	26	13	29	24	6
6	5147	-1	0	0	0	-1	0	0	0	-1	1	0
6	5149	94	18	26	19	5	5	1	7	13	1	-1
6	6	2280354	248490	258572	274728	228609	216954	243823	275299	258605	217159	58115
6	6001	95360	11592	12207	13129	10500	8845	8504	10354	9183	8832	2214
6	6003	7	0	0	-1	2	1	0	3	2	0	0
6	6005	155	12	23	40	17	7	18	22	4	13	-1
6	6007	2871	358	383	438	277	297	330	274	254	211	49
6	6009	83	7	3	17	15	6	20	4	7	4	0
6	6011	2301	346	380	366	317	235	230	151	119	124	33
6	6013	39667	4833	5108	5832	4400	3853	3617	4131	3614	3388	891
6	6015	210	27	32	35	12	26	4	21	23	29	1
6	6017	2778	339	331	425	397	308	251	251	220	205	51
6	6019	45067	4745	4957	5656	4525	4501	6557	5395	4493	3331	907
6	6021	1195	200	208	230	126	82	106	76	79	75	13
6	6023	706	98	82	140	43	75	78	62	69	52	7
6	6025	19089	2092	2128	2427	2553	1858	1558	1810	2130	1935	598
6	6027	296	32	45	36	16	22	41	35	29	31	9
6	6029	26709	3263	3332	3194	2862	2558	3837	2855	2409	1908	491
6	6031	5217	673	619	672	547	502	740	592	439	340	93
6	6033	848	128	134	154	116	89	71	49	34	57	16
6	6035	188	17	49	22	22	32	15	15	13	5	-2
6	6037	902097	91745	96379	100370	82219	81290	97389	118883	114225	93639	25958
6	6039	5006	666	681	623	569	399	728	584	369	310	77
6	6041	9623	1099	1084	1294	1001	1000	1022	1171	918	866	168
6	6043	71	10	5	17	1	5	12	6	8	8	-1
6	6045	2648	379	431	454	287	258	232	222	172	176	37
6	6047	12216	1360	1483	1567	1212	1270	1574	1344	1142	1030	234
6	6049	91	16	10	14	12	7	8	3	9	13	-1
6	6051	515	54	73	51	46	55	64	69	49	48	6
6	6053	26679	3324	3362	3195	2872	2837	3466	3072	2202	1853	496
6	6055	5625	925	907	945	760	554	548	350	358	227	51
6	6057	370	46	64	79	66	32	31	26	12	12	2
6	6059	233168	25886	26297	26896	23457	24055	23961	27709	27017	21881	6009
6	6061	2681	403	404	376	364	248	248	255	197	166	20
6	6063	124	22	19	17	6	14	4	6	19	14	3
6	6065	58673	7334	7874	8070	5866	5358	6224	6089	5671	4903	1284
6	6067	45545	4404	4721	5830	5729	5030	4956	5605	4967	3439	864
6	6069	2467	365	386	378	267	238	270	244	174	109	36
6	6071	60365	7318	7591	7647	5917	5608	6373	7098	6222	5236	1355
6	6073	164016	17135	16984	20431	18195	16181	17045	18730	18641	16349	4325
6	6075	95669	9214	9551	10638	9379	9657	9834	12195	11280	11146	2775
6	6077	25985	2696	2880	3264	3022	2793	2781	2630	2664	2604	651
6	6079	3949	466	487	465	393	413	556	429	383	280	77
6	6081	59982	6886	7396	8374	6780	5755	5620	6354	5818	5708	1291
6	6083	22797	2944	2960	2781	2430	2334	2864	2388	1988	1602	506
6	6085	159055	17375	17942	19158	16464	15131	16244	19468	18611	14810	3852
6	6087	13444	1901	1948	1668	1401	1432	1692	1412	1031	770	189
6	6089	650	17	34	85	34	97	81	95	81	96	30
6	6091	15	0	1	-1	1	3	5	1	2	2	1
6	6093	426	85	82	81	28	36	29	18	34	26	7
6	6095	14447	1600	1625	1934	1426	1460	1485	1807	1368	1329	413
6	6097	13354	2068	2092	2100	1550	1135	1339	1152	909	816	193
6	6099	19105	2792	3017	3048	2072	1781	1682	1572	1515	1306	320
6	6101	5089	667	645	600	663	493	583	533	373	435	97
6	6103	886	175	174	192	95	66	49	37	47	44	7
6	6105	10	-1	-3	-3	6	7	-4	3	0	3	2
6	6107	20302	2547	2708	2792	2097	1906	2639	2123	1658	1462	370
6	6109	307	46	49	59	48	18	20	29	17	16	5
6	6111	39072	4471	4789	4846	3830	3571	5060	4294	4275	3092	844
6	6113	8985	1086	1239	1299	1102	845	891	933	815	622	153
6	6115	2098	202	180	282	195	285	241	260	243	171	39
6	8	65380	8639	8763	9420	8605	7896	6120	5831	5244	3788	1074
6	8001	5289	641	648	714	625	643	509	575	436	365	133
6	8003	220	35	38	42	22	12	16	19	15	16	5
6	8005	7646	1178	1075	1092	850	900	654	587	740	428	142
6	8007	47	9	8	11	7	9	1	1	0	1	0
6	8009	39	1	4	6	15	3	6	2	2	0	0
6	8011	39	1	7	16	9	5	1	1	1	0	-2
6	8013	6483	764	880	967	897	871	638	587	445	340	94
6	8015	46	8	9	16	4	4	-6	5	3	3	0
6	8017	30	1	2	2	6	4	5	2	2	6	0
6	8019	147	24	34	46	19	26	-1	-1	0	1	-1
6	8021	75	15	15	15	2	8	2	8	4	6	0
6	8023	155	24	31	23	22	21	5	12	10	6	1
6	8025	15	0	1	1	11	0	0	1	-1	2	0
6	8027	10	2	4	2	1	0	1	0	0	0	0
6	8029	277	50	39	40	36	27	22	17	23	17	6
6	8031	22081	2611	2714	2866	2866	2604	2347	2373	1934	1391	375
6	8033	1	0	0	0	0	0	0	0	1	0	0
6	8035	1246	242	265	240	206	148	32	26	45	37	5
6	8037	1403	227	209	246	220	162	102	94	68	61	14
6	8039	35	5	3	0	3	4	1	13	4	2	0
6	8041	3552	509	475	478	466	452	253	289	261	300	69
6	8043	37	-10	1	9	11	10	12	1	3	-2	2
6	8045	629	100	102	113	117	46	50	41	23	26	11
6	8047	22	-3	4	10	6	-1	5	-1	1	1	0
6	8049	75	10	7	11	6	26	2	1	7	2	3
6	8051	22	1	7	5	3	4	1	-2	3	2	-2
6	8053	5	0	-1	1	2	1	0	2	0	0	0
6	8055	28	10	8	-1	2	6	3	1	-2	1	0
6	8057	22	1	2	2	4	6	1	4	1	1	0
6	8059	4767	644	632	685	604	540	475	407	440	233	107
6	8061	7	0	0	2	1	1	1	2	0	0	0
6	8063	50	4	9	14	9	3	3	2	3	3	0
6	8065	105	23	26	20	16	5	4	4	6	2	-1
6	8067	190	28	22	22	35	15	25	16	21	5	1
6	8069	2185	293	298	346	296	256	185	123	213	153	22
6	8071	93	13	13	20	14	14	1	3	8	6	1
6	8073	6	-1	0	3	0	1	0	0	1	2	0
6	8075	93	0	12	23	16	26	11	4	1	1	-1
6	8077	487	60	73	79	55	58	49	33	48	25	7
6	8079	0	0	0	-1	0	1	0	0	0	0	0
6	8081	50	3	7	15	3	2	7	1	9	3	0
6	8083	98	8	12	20	6	14	15	8	14	5	-4
6	8085	361	81	73	54	28	40	25	23	16	21	0
6	8087	1121	158	142	170	153	149	118	82	79	58	12
6	8089	192	13	21	22	35	32	27	15	10	12	5
6	8091	18	1	2	5	1	3	0	1	2	3	0
6	8093	29	9	1	6	8	3	-4	3	0	3	0
6	8095	84	14	14	17	13	12	6	2	2	3	1
6	8097	394	46	38	50	48	67	32	49	44	14	6
6	8099	187	20	25	43	30	17	14	17	14	4	3
6	8101	537	93	84	77	65	59	32	42	42	39	4
6	8103	12	0	1	3	1	2	1	1	0	3	0
6	8105	377	81	79	79	58	45	16	5	6	6	2
6	8107	157	12	11	25	26	26	15	20	11	5	6
6	8109	154	12	8	13	11	17	44	18	18	12	1
6	8111	0	-1	0	0	1	0	0	0	0	0	0
6	8113	47	7	8	15	4	5	4	2	1	1	0
6	8115	18	0	0	4	10	6	0	0	1	-2	-1
6	8117	312	51	57	43	36	43	24	19	23	13	3
6	8119	26	2	2	6	7	4	9	-2	-3	-4	5
6	8121	24	1	5	0	1	4	7	1	3	2	0
6	8123	3470	505	494	553	568	421	305	267	181	139	37
6	8125	53	3	3	14	8	4	7	5	1	5	3
6	9	73389	8259	8062	8870	8935	8459	7385	7771	7343	6283	2022
6	9001	30860	3409	3558	3750	3967	3634	2935	3265	2894	2604	844
6	9003	22717	2208	2144	2532	2508	2514	2691	2693	2539	2212	676
6	9005	1107	190	159	170	143	138	68	67	87	47	38
6	9007	1180	169	147	139	139	134	94	110	126	97	25
6	9009	14019	1846	1711	1846	1760	1544	1191	1308	1305	1129	379
6	9011	2020	269	170	279	257	278	176	192	267	93	39
6	9013	845	100	110	108	91	88	68	91	97	79	13
6	9015	641	68	63	46	70	129	162	45	28	22	8
6	10	9260	1160	1194	1345	1138	1003	784	878	897	719	142
6	10001	805	96	114	129	152	80	72	64	45	43	10
6	10003	6651	870	866	964	786	712	544	658	674	456	121
6	10005	1804	194	214	252	200	211	168	156	178	220	11
6	11	29967	2941	3041	3389	3420	2684	3017	3461	3628	3556	830
6	11001	29967	2941	3041	3389	3420	2684	3017	3461	3628	3556	830
6	12	640109	80463	72884	85717	94015	83104	60011	54541	52015	46942	10417
6	12001	2979	347	309	365	367	356	334	260	319	243	79
6	12003	24	4	3	-2	3	-1	0	2	2	12	1
6	12005	895	90	91	42	82	165	86	137	117	74	11
6	12007	84	6	9	14	11	4	12	10	4	7	7
6	12009	4663	440	504	572	634	552	571	486	433	364	107
6	12011	90184	12574	13184	14563	11356	9482	7858	7337	6448	5982	1400
6	12013	58	4	6	23	4	2	11	4	2	1	1
6	12015	1362	117	180	222	166	150	137	143	124	104	19
6	12017	421	53	41	75	89	23	29	52	40	20	-1
6	12019	776	111	84	75	59	89	76	70	120	63	29
6	12021	7603	1180	1059	1140	1044	753	763	568	569	399	128
6	12023	242	28	31	32	25	27	15	17	21	37	9
6	12027	786	65	86	102	119	88	121	114	52	33	6
6	12029	4	-2	1	2	0	3	-2	0	1	0	1
6	12031	12225	1491	1341	1296	1360	1531	1606	1300	1221	841	238
6	12033	1632	157	137	144	167	207	177	184	189	222	48
6	12035	230	20	34	56	46	43	14	8	8	5	-4
6	12037	41	9	6	0	4	8	1	1	2	10	0
6	12039	117	14	7	18	16	19	18	9	11	4	1
6	12041	37	1	11	8	-1	4	-1	3	5	5	2
6	12043	103	8	9	6	15	16	8	15	9	14	3
6	12045	1	1	2	0	-1	1	-1	2	-2	-1	0
6	12047	21	3	6	9	1	0	2	-1	0	0	1
6	12049	623	108	100	99	53	59	69	51	42	32	10
6	12051	1567	214	218	268	230	179	125	118	84	110	21
6	12053	313	21	30	60	68	57	21	9	26	24	-3
6	12055	1363	158	154	197	175	194	144	109	151	63	18
6	12057	25734	3481	3144	3440	3322	3047	2304	2419	2358	1788	431
6	12059	41	12	-1	13	3	7	6	-1	-2	6	-2
6	12061	1266	193	178	182	132	135	149	83	131	73	10
6	12063	58	2	5	6	3	14	13	4	4	6	1
6	12065	21	2	1	4	1	4	2	5	-1	3	0
6	12067	57	5	9	7	7	6	8	6	4	4	1
6	12069	1556	229	230	217	234	229	133	106	78	90	10
6	12071	5466	783	852	845	659	571	505	422	408	336	85
6	12073	2293	280	259	238	295	247	258	241	277	140	58
6	12075	81	8	11	16	12	8	13	11	6	-7	3
6	12077	7	0	0	-1	2	2	2	0	1	1	0
6	12079	53	7	9	16	8	-1	4	1	8	0	1
6	12081	3630	413	456	511	420	395	502	427	294	179	33
6	12083	1120	118	119	178	160	126	93	117	75	95	39
6	12085	1341	198	200	195	152	155	126	110	123	59	23
6	12086	337174	41250	32915	41152	55292	48288	31254	27644	26423	27486	5470
6	12087	3322	398	308	409	570	435	443	359	187	185	28
6	12089	106	24	-3	2	13	18	20	15	7	6	4
6	12091	1141	66	110	121	132	128	122	169	152	99	42
6	12093	797	140	123	124	125	67	60	55	48	43	12
6	12095	31768	3765	3936	4611	4182	4112	2929	2941	2709	2072	511
6	12097	4988	644	638	880	696	657	458	399	309	236	71
6	12099	48131	6270	6418	7223	6488	5594	4215	3950	4377	2862	734
6	12101	1916	252	265	378	248	251	149	167	156	21	29
6	12103	14863	1739	1934	2101	1571	1776	1463	1511	1451	1036	281
6	12105	6049	883	860	928	694	608	552	467	637	331	89
6	12107	179	13	14	20	26	29	23	24	17	11	2
6	12109	612	39	62	80	71	68	77	73	89	32	21
6	12111	3167	393	391	369	373	383	407	257	392	152	50
6	12113	461	47	68	49	68	21	49	49	75	32	3
6	12115	3414	407	455	456	485	303	369	361	364	158	56
6	12117	6608	777	813	970	886	813	673	656	529	407	84
6	12119	128	11	15	14	17	21	9	19	16	6	0
6	12121	135	20	20	13	10	28	15	8	8	7	6
6	12123	58	10	14	8	4	6	1	4	8	3	0
6	12125	16	-4	-1	-4	4	3	-3	6	9	3	3
6	12127	3839	339	410	542	551	534	378	420	275	296	94
6	12129	1	-4	-1	6	1	-5	-1	1	2	2	0
6	12131	109	26	4	1	3	0	35	18	11	9	2
6	12133	49	5	1	11	3	10	2	9	2	6	0
6	13	105839	14776	14278	14327	12343	12373	9403	9447	9289	7648	1955
6	13001	77	18	13	9	23	2	4	1	2	7	-2
6	13003	91	10	14	20	12	12	8	4	4	6	1
6	13005	13	1	0	4	2	4	-1	2	1	0	0
6	13007	2	1	1	0	0	0	0	0	0	0	0
6	13009	191	31	24	35	25	30	16	16	7	5	2
6	13011	73	22	13	12	9	5	1	3	4	4	0
6	13013	136	16	20	21	20	18	8	5	15	13	0
6	13015	213	28	28	38	33	14	25	19	9	14	5
6	13017	49	1	8	14	6	2	5	5	1	6	1
6	13019	101	17	10	10	11	16	10	11	8	6	2
6	13021	617	69	62	93	67	87	58	58	70	38	15
6	13023	24	0	3	1	1	13	0	3	1	2	0
6	13025	14	3	3	2	-1	-1	-1	0	3	4	2
6	13027	111	10	7	14	7	17	12	13	9	19	3
6	13029	82	16	15	7	11	12	6	7	4	3	1
6	13031	141	18	13	12	11	23	20	23	12	7	2
6	13033	27	1	-1	5	8	5	2	0	4	3	0
6	13035	39	11	14	12	2	1	0	0	1	-2	0
6	13037	8	1	1	0	0	2	1	2	1	0	0
6	13039	180	15	16	33	20	15	8	30	23	16	4
6	13043	31	4	3	4	5	4	3	2	6	0	0
6	13045	340	17	45	33	42	31	38	22	40	60	12
6	13047	88	14	7	12	9	8	14	9	10	5	0
6	13049	12	5	2	1	0	0	-1	1	3	1	0
6	13051	1957	187	213	299	233	249	271	188	185	90	42
6	13053	282	13	16	15	8	24	42	41	48	59	16
6	13055	37	4	3	5	3	3	2	8	7	2	0
6	13057	913	187	173	173	117	95	39	41	47	42	-1
6	13059	1559	185	188	219	128	177	135	150	197	145	35
6	13061	1	-1	0	1	-1	0	1	0	1	0	0
6	13063	3193	399	354	440	368	384	295	247	376	260	70
6	13065	9	3	1	2	0	0	4	-1	0	0	0
6	13067	11182	1682	1586	1616	1283	1223	950	949	927	796	170
6	13069	201	21	28	44	20	29	22	7	14	13	3
6	13071	595	83	85	70	68	65	51	58	50	53	12
6	13073	819	82	73	116	88	106	84	95	114	58	3
6	13075	107	19	11	11	18	7	11	8	13	7	2
6	13077	261	32	34	35	50	34	29	18	15	10	4
6	13079	24	8	7	5	1	2	0	0	0	1	0
6	13081	63	9	6	7	5	16	7	5	6	2	0
6	13083	22	0	2	3	4	7	3	5	0	-2	0
6	13085	42	7	8	8	9	1	0	4	2	1	2
6	13087	185	18	20	23	22	24	30	17	15	13	3
6	13089	28461	3875	3627	3528	3293	3016	2632	2804	2809	2261	616
6	13091	13	5	0	-1	2	2	0	1	3	1	0
6	13093	33	4	3	7	2	3	6	5	1	2	0
6	13095	306	50	63	41	44	39	19	15	14	19	2
6	13097	436	42	68	74	57	58	38	35	48	12	4
6	13099	21	2	2	5	2	-1	5	2	3	2	-1
6	13101	6	1	0	0	1	1	1	1	1	0	0
6	13103	53	4	6	13	6	5	4	6	7	1	1
6	13105	10	-4	-3	3	0	-4	6	6	5	1	0
6	13107	62	15	13	14	6	3	4	3	0	5	-1
6	13109	17	3	3	1	1	2	1	0	3	3	0
6	13111	25	-1	0	6	14	1	-2	1	0	6	0
6	13113	685	54	88	116	91	89	80	82	57	18	10
6	13115	566	104	76	107	91	59	39	50	8	25	7
6	13117	451	69	87	73	64	54	39	21	23	16	5
6	13119	31	3	4	7	8	5	2	-1	4	-1	0
6	13121	20454	2722	2563	2636	2436	2448	1835	1951	1872	1564	427
6	13123	98	29	26	14	3	15	4	0	4	3	0
6	13125	6	2	0	3	0	-1	2	0	0	0	0
6	13127	235	41	47	28	35	14	8	20	13	28	1
6	13129	229	56	42	36	10	28	12	21	4	16	4
6	13131	38	7	6	9	4	1	3	3	3	1	1
6	13133	15	0	2	4	5	4	1	0	3	-4	0
6	13135	13892	2390	2360	2029	1560	1540	1081	1032	904	800	196
6	13137	296	41	42	65	32	55	11	13	11	26	0
6	13139	3062	424	418	422	359	425	318	255	223	172	46
6	13141	9	-1	1	-1	0	3	4	1	1	2	-1
6	13143	38	1	4	6	9	8	-7	8	3	4	2
6	13145	26	6	6	1	6	8	2	-1	1	-2	-1
6	13147	21	6	1	4	4	4	1	2	-1	0	0
6	13149	17	5	4	1	3	0	1	0	0	3	0
6	13151	602	104	80	77	57	46	83	48	35	61	11
6	13153	531	97	61	62	44	53	37	72	56	37	12
6	13155	15	0	0	4	3	8	-1	0	0	0	1
6	13157	156	20	23	8	49	16	15	14	0	10	1
6	13159	26	7	4	3	5	1	1	4	0	1	0
6	13161	75	7	11	12	12	5	7	6	7	5	3
6	13163	27	2	2	2	5	8	3	3	0	2	0
6	13165	11	2	3	0	2	1	1	1	1	-1	1
6	13167	-1	1	-1	0	1	0	0	0	0	-1	-1
6	13169	6	-3	2	1	2	2	1	-1	3	-1	0
6	13171	27	5	5	-1	2	2	6	0	3	3	2
6	13173	40	5	2	2	0	5	4	5	11	7	-1
6	13175	114	12	21	15	14	21	9	5	6	9	2
6	13177	29	10	12	1	4	2	-1	1	0	0	0
6	13179	581	43	47	52	35	77	68	88	87	66	18
6	13181	12	0	1	2	0	1	1	0	4	3	0
