code	fips	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1990
6	1	14173	1590	1643	1743	1470	1732	1488	1594	1346	1292	275
6	1001	47	-4	2	18	12	2	6	0	7	3	1
6	1003	243	28	39	32	25	22	35	29	26	5	2
6	1005	19	4	4	3	4	1	0	0	1	2	0
6	1007	24	3	1	3	3	1	11	0	0	1	1
6	1009	214	45	38	35	42	29	12	5	3	5	0
6	1011	21	9	7	0	2	2	0	0	0	1	0
6	1013	15	1	2	1	-2	4	4	-1	0	4	2
6	1015	345	51	44	49	37	30	27	21	54	34	-2
6	1017	27	3	3	2	3	2	6	3	2	4	-1
6	1019	35	-2	1	5	14	15	1	0	1	0	0
6	1021	44	10	12	8	5	4	2	0	1	2	0
6	1023	3	-1	0	1	1	0	1	1	1	-1	0
6	1025	29	1	0	-1	1	12	5	8	1	1	1
6	1027	25	9	6	7	2	0	1	0	0	-1	1
6	1029	23	8	5	2	3	3	0	3	0	0	-1
6	1031	146	13	22	17	6	19	2	6	23	30	8
6	1033	114	6	14	17	27	19	7	9	9	4	2
6	1035	29	7	5	3	5	4	0	0	4	1	0
6	1037	9	2	4	3	0	0	0	0	0	-1	1
6	1039	90	7	10	13	6	19	10	9	7	9	0
6	1041	9	2	2	4	0	1	2	-2	0	0	0
6	1043	98	9	10	27	8	19	7	11	1	5	1
6	1045	165	26	24	16	24	7	8	17	26	13	4
6	1047	124	15	15	17	5	26	18	12	7	10	-1
6	1049	151	28	16	12	22	31	15	12	13	2	0
6	1051	72	9	11	10	17	2	1	7	4	9	2
6	1053	32	-2	0	6	7	2	2	5	4	8	0
6	1055	191	18	31	26	21	12	34	15	14	18	2
6	1057	24	1	2	8	0	1	3	7	0	2	0
6	1059	37	2	10	6	10	2	2	5	1	-1	0
6	1061	38	-1	0	7	9	8	1	3	6	5	0
6	1063	23	4	1	1	8	3	2	4	0	0	0
6	1065	12	4	0	1	1	2	1	0	1	1	1
6	1067	9	6	2	1	0	0	0	-1	0	0	1
6	1069	210	25	16	23	40	35	16	7	15	27	6
6	1071	52	10	-1	7	5	12	4	4	3	8	0
6	1073	2777	324	340	359	295	379	299	306	250	184	41
6	1075	18	1	0	1	3	0	5	9	0	-1	0
6	1077	167	30	23	14	20	22	21	20	8	8	1
6	1079	29	7	7	4	0	9	0	0	1	1	0
6	1081	604	94	91	69	50	71	77	57	54	39	2
6	1083	107	6	16	14	6	19	23	6	16	0	1
6	1085	9	3	2	1	1	0	0	0	2	0	0
6	1087	111	11	8	8	15	29	12	10	8	10	0
6	1089	2166	206	178	251	198	269	246	414	186	177	41
6	1091	24	0	3	2	3	1	5	6	1	3	0
6	1093	23	2	7	4	2	6	0	-1	2	1	0
6	1095	189	37	37	40	28	15	16	6	2	7	1
6	1097	2419	190	169	180	172	225	272	307	364	458	82
6	1099	53	6	7	3	-1	4	10	13	10	2	-1
6	1101	767	97	122	95	76	60	71	69	66	93	18
6	1103	235	29	28	38	38	44	22	24	16	-4	0
6	1105	4	0	0	0	-1	2	0	2	0	1	0
6	1107	46	9	8	6	6	6	3	5	0	3	0
6	1109	17	-1	4	1	4	2	1	-3	3	3	3
6	1111	26	4	6	2	11	0	3	-1	1	0	0
6	1113	105	3	18	10	4	13	19	18	16	2	2
6	1115	83	1	10	16	7	14	12	4	9	6	4
6	1117	586	78	77	98	74	76	54	57	37	19	16
6	1119	25	6	6	6	0	2	3	1	0	3	-2
6	1121	126	16	25	24	6	17	6	9	11	12	0
6	1123	51	8	8	11	6	2	9	-2	3	1	5
6	1125	531	58	56	71	50	84	52	48	39	48	25
6	1127	92	8	24	14	17	10	2	4	5	3	5
6	1129	10	0	0	0	3	1	-1	4	0	2	1
6	1131	7	0	1	1	0	0	2	0	2	1	0
6	1133	17	1	4	10	4	-1	-2	3	-1	0	-1
6	2	8843	963	1059	1149	974	960	810	1048	816	871	193
6	2013	-21	-2	0	-6	-8	-1	-1	6	-1	-8	0
6	2016	127	5	24	14	20	2	13	15	25	1	8
6	2020	5208	596	636	659	578	564	490	599	465	510	111
6	2050	114	27	18	8	7	17	11	11	7	6	2
6	2060	6	0	2	0	3	1	0	1	-1	0	0
6	2068	13	1	2	3	1	2	2	0	2	0	0
6	2070	18	0	1	4	3	2	2	3	2	0	1
6	2090	753	100	118	84	71	107	45	67	64	83	14
6	2100	23	5	2	6	2	3	3	1	-1	1	1
6	2110	509	35	60	76	60	54	45	73	66	29	11
6	2122	274	31	16	36	31	28	26	42	43	18	3
6	2130	216	8	8	34	24	25	20	27	20	39	11
6	2150	775	63	75	111	76	67	116	105	57	85	20
6	2164	13	1	-1	2	1	3	1	1	1	3	1
6	2170	222	29	23	34	31	34	10	28	18	14	1
6	2180	46	5	9	7	4	2	8	5	2	3	1
6	2185	118	17	11	19	21	10	9	13	9	11	-2
6	2188	20	0	7	3	1	0	1	0	7	1	0
6	2201	20	7	2	1	0	4	1	2	1	2	0
6	2220	123	8	18	16	21	10	1	11	17	18	3
6	2232	31	3	-2	3	3	4	9	6	1	3	1
6	2240	41	11	10	1	0	5	1	8	0	5	0
6	2261	115	3	12	16	14	9	-7	18	8	35	7
6	2270	2	0	0	0	-1	-1	2	0	-1	3	0
6	2280	47	3	5	18	8	3	3	0	5	3	-1
6	2282	8	2	1	0	0	2	0	0	2	1	0
6	2290	22	5	2	0	3	4	-1	6	-2	5	0
6	4	106150	11634	11768	12886	12627	11492	11707	11692	10277	9584	2483
6	4001	127	14	13	15	10	8	17	23	15	11	1
6	4003	3315	385	404	402	343	352	316	371	335	306	101
6	4005	937	95	104	118	110	92	107	114	98	87	12
6	4007	143	3	23	24	12	17	21	21	2	17	3
6	4009	125	14	12	22	21	21	17	16	-3	6	-1
6	4011	41	8	-3	10	4	7	1	9	1	2	2
6	4012	513	58	58	66	56	45	66	52	49	43	20
6	4013	59740	6498	6635	7007	6731	6078	6760	7068	5875	5662	1426
6	4015	697	100	94	117	95	102	67	76	17	19	10
6	4017	250	42	26	24	35	27	30	21	20	22	3
6	4019	20359	2291	2395	2698	2446	2257	2117	1937	1934	1810	474
6	4021	2540	296	286	306	317	277	297	277	208	222	54
6	4023	5318	574	571	678	620	587	584	588	533	467	116
6	4025	486	69	74	78	69	62	58	34	17	20	5
6	4027	11559	1187	1076	1321	1758	1560	1249	1085	1176	890	257
6	5	10204	1330	1333	1521	1306	1029	983	1043	762	710	187
6	5001	54	4	5	6	9	8	8	6	4	4	0
6	5003	68	15	15	10	4	-1	3	7	12	4	-1
6	5005	5	8	7	10	0	-2	-1	-3	-8	-3	-3
6	5007	1214	182	192	259	177	104	97	90	39	47	27
6	5009	44	10	2	11	3	6	5	4	3	-2	2
