01,3.4
01001,2
01003,3.7
01005,3
01007,1.3
01009,4.5
01011,4.5
01013,1
01015,2.3
01017,1.1
01019,0.8
01021,4.4
01023,0.4
01025,0.5
01027,2.2
01029,1.2
01031,4.7
01033,1.7
01035,0.2
01037,1.9
01039,1.3
01041,2
01043,2.7
01045,3.9
01047,0.8
01049,7.3
01051,2.2
01053,1.1
01055,2.2
01057,0.6
01059,8
01061,1.9
01063,0
01065,0.9
01067,2.7
01069,2.2
01071,1.7
01073,4.2
01075,0.3
01077,1.9
01079,1.3
01081,4.8
01083,3.8
01085,0.2
01087,0.7
01089,5.3
01091,0.1
01093,1.1
01095,8.2
01097,3.3
01099,1.3
01101,4.1
01103,5.2
01105,0.7
01107,0.4
01109,3.5
01111,1.9
01113,1.6
01115,1.9
01117,5.9
01119,0.3
01121,1.7
01123,1.8
01125,3.5
01127,1.2
01129,0.5
01131,0.2
01133,1.3
02,6.9
02013,63.4
02016,32.6
02020,9.1
02050,0.9
02060,0.9
02068,8.5
02070,1.7
02090,5.3
02100,3.6
02105,4.7
02110,6
02122,3.2
02130,7.1
02150,15.2
02164,1.2
02170,3.7
02180,2.1
02185,1.9
02188,1.9
02195,5.7
02198,1.8
02220,6.7
02230,14.9
02240,7.5
02261,4.9
02270,0.3
02275,3.3
02282,8.6
02290,1.2
04,13.9
04001,1.8
04003,12.1
04005,5.9
04007,3.6
04009,4.8
04011,3.8
04012,11.9
04013,15.6
04015,6.3
04017,2.8
04019,13.2
04021,10.6
04023,32.7
04025,7
04027,24.5
05,4.4
05001,2.5
05003,1.9
05005,1.9
05007,10.2
05009,1.1
05011,6.3
05013,0
05015,7.7
05017,2.3
05019,2.1
05021,0.3
05023,1.7
05025,0.7
05027,2.6
05029,2
05031,3.2
05033,3.9
05035,1.4
05037,0.5
05039,0.2
05041,2.2
05043,1.9
05045,3.6
05047,0.7
05049,1.2
05051,4.2
05053,1.8
05055,0.9
05057,5.2
05059,1.2
05061,5.5
05063,4.3
05065,1.4
05067,1.1
05069,1.3
05071,7.5
05073,0.4
05075,0.7
05077,1.5
05079,0.8
05081,1.3
05083,1.1
05085,1.7
05087,2.3
05089,1.9
05091,1.4
05093,2
05095,1
05097,1.7
05099,0.5
05101,1
05103,0.8
05105,0.9
05107,0.3
05109,4.6
05111,0.6
05113,2.9
05115,3.4
05117,0.2
05119,5.4
05121,1.3
05123,1.5
05125,2.2
05127,5
05129,1.3
05131,9.3
05133,16.5
05135,0.7
05137,0.6
05139,2.1
05141,1.4
05143,11.1
05145,2.2
05147,0.7
05149,13.2
06,27.2
06001,30.7
06003,4.6
06005,5.8
06007,7.9
06009,4.3
06011,24.2
06013,23.6
06015,6.7
06017,8.4
06019,22.1
06021,15.6
06023,5.6
06025,32
06027,9.8
06029,20.5
06031,21.1
06033,8.5
06035,7
06037,35.6
06039,21.3
06041,18.5
06043,4.8
06045,11.8
06047,25
06049,6.7
06051,18
06053,30.3
06055,22.1
06057,5.4
06059,30.5
06061,10.3
06063,6.2
06065,22.2
06067,19.6
06069,21.2
06071,21.4
06073,23.2
06075,35.6
06077,23.1
06079,10.5
06081,34.1
06083,23.5
06085,36.9
06087,18.6
06089,5.4
06091,5.7
06093,5.7
06095,20
06097,16.4
06099,20.5
06101,22.5
06103,10.6
06105,3.8
06107,23.1
06109,4.4
06111,22.8
06113,21.2
06115,11.7
08,9.7
08001,15
08003,6.7
08005,14.9
08007,2.2
08009,2.6
08011,3.4
08013,11.2
08014,8.3
08015,3.5
08017,6.7
08019,3.5
08021,4.1
08023,10.9
08025,6.2
08027,2.3
08029,4.6
08031,16.4
08033,0.3
08035,6
08037,19.7
08039,3.1
08041,7.1
08043,4.5
08045,15.5
08047,2.6
08049,6
08051,5.6
08053,2.1
08055,5
08057,1.8
08059,6.1
08061,2.7
08063,8.3
08065,15.9
08067,3.3
08069,5.4
08071,3.6
08073,5.5
08075,5.6
08077,4
08079,2.2
08081,6.3
08083,1.9
08085,8.1
08087,13.6
08089,3.8
08091,3.1
08093,2.3
08095,10.7
08097,11.3
08099,11
08101,3.6
08103,4.9
08105,6
08107,3.5
08109,11.6
08111,4.5
08113,8
08115,2.4
08117,12.6
08119,2.2
08121,4
08123,9
08125,11
09,13.3
09001,20.1
09003,14.4
09005,6.3
09007,7.6
09009,11.6
09011,8.5
09013,6.7
09015,4.6
10,8.3
10001,4.9
10003,9.9
10005,6.8
11,13.3
11001,13.3
12,19.2
12001,10.7
12003,1
12005,5.2
12007,2.4
12009,8.6
12011,31.2
12013,3.8
12015,9.3
12017,5.1
12019,6
12021,23.3
12023,3.6
12027,19.3
12029,2.9
12031,9.1
12033,5.9
12035,13.2
12037,3.3
12039,6.1
12041,2.4
12043,16.8
12045,3.5
12047,4.9
12049,21.7
12051,25.5
12053,6.4
12055,10.5
12057,15.2
12059,2.9
12061,10.4
12063,3
12065,3.1
12067,5.6
12069,8.6
12071,15.2
12073,6.7
12075,3.9
12077,2.9
12079,3.7
12081,12.3
12083,7.9
12085,9.9
12086,51.2
12087,17.3
12089,2.7
12091,7.2
12093,12.7
12095,19.4
12097,20
12099,22.1
12101,9.1
12103,11.2
12105,10.6
12107,4.8
12109,6.3
12111,15.7
12113,4.6
12115,11.5
12117,11.5
12119,5.7
12121,5.2
12123,2.1
12125,5.7
12127,7.3
12129,2.7
12131,5
12133,2.6
13,9.7
13001,5.7
13003,10.9
13005,5
13007,0.4
13009,2.5
13011,3.1
13013,7.2
13015,5
13017,1.8
13019,2.4
13021,3.5
13023,2.6
13025,0.4
13027,3.3
13029,3.8
13031,3.7
13033,0.8
13035,2.3
13037,5.1
13039,1.6
13043,6.3
13045,4.8
13047,2
13049,6.5
13051,6.4
13053,5.6
13055,2.7
13057,8.5
13059,11.2
13061,0
13063,14.7
13065,0.7
13067,15.2
13069,6.9
13071,11
13073,6.7
13075,3.7
13077,5.7
13079,1.9
13081,1.2
13083,1.7
13085,3.2
13087,2.8
13089,16.3
13091,1.6
13093,3.6
13095,2.2
13097,8.6
13099,0.5
13101,26.3
13103,2.2
13105,2.6
13107,3
13109,7.5
13111,1.2
13113,9.1
13115,6.5
13117,13.2
13119,2.4
13121,12.8
13123,5.8
13125,0.6
13127,5.4
13129,8.7
13131,5.8
13133,3.8
13135,25.5
13137,8.8
13139,15.8
13141,1.2
13143,1
13145,2.5
13147,1.6
13149,0.6
13151,7.4
13153,5.1
13155,0.6
13157,4.8
13159,3.9
13161,4.1
13163,1.5
13165,5.6
13167,1.2
13169,2.3
13171,1.3
13173,2.8
13175,2.1
13177,2.5
13179,6.1
13181,1
13183,5.7
13185,4.3
13187,4.2
13189,0.9
13191,0.9
13193,6.7
13195,2.1
13197,4.9
13199,0.6
13201,1.9
13205,2.3
13207,1.8
13209,5.1
13211,2.9
13213,8.1
13215,5
13217,6.5
13219,4.8
13221,1.8
13223,4.2
13225,5.4
13227,2.8
13229,2.4
13231,1
13233,7.5
13235,2.4
13237,5.1
13239,0.5
13241,6.8
13243,1.6
13245,3.6
13247,11.4
13249,4.4
13251,0.3
13253,1.9
13255,3.1
13257,2.1
13259,5.9
13261,3.9
13263,0.6
13265,3.4
13267,6.5
13269,1.8
13271,10.8
13273,2.1
13275,2.1
13277,6.1
13279,6
13281,2.3
13283,1
13285,3.7
13287,1.6
13289,0.7
13291,2.4
13293,1.8
13295,1.5
13297,4.4
13299,3.3
13301,1.1
13303,1.5
13305,3.7
13307,1.6
13309,0.5
13311,1.7
13313,18.1
13315,1.8
13317,1.4
13319,1.2
13321,1.2
15,17.8
15001,11.5
15003,19.6
15005,28.1
15007,14.9
15009,15.7
16,5.9
16001,6.2
16003,0.6
16005,2.8
16007,0.4
16009,1.5
16011,6.8
16013,15.3
16015,2.6
16017,2.6
16019,5.1
16021,3.1
16023,3.1
16025,8.7
16027,8.9
16029,3.4
16031,10.3
16033,31.3
16035,2
16037,1.2
16039,8.6
16041,2.9
16043,5.5
16045,4.7
16047,15.2
16049,1.2
16051,4.3
16053,15.6
16055,2.5
16057,4.1
16059,1.4
16061,1.2
16063,14.1
16065,3.3
16067,10.6
16069,1.7
16071,0.9
16073,11.8
16075,4.3
16077,12.7
16079,1.7
16081,10
16083,8
16085,2.3
16087,9
17,13.7
17001,1.1
17003,1.7
17005,1.9
17007,10.6
17009,2.5
17011,3.4
17013,2.4
17015,2.1
17017,10.3
17019,11.5
17021,1.6
17023,1
17025,0.8
17027,1.1
17029,1.9
17031,21
17033,0.8
17035,0.8
17037,7.3
17039,1.6
17041,4.4
17043,18.3
17045,1
