Target Geo Id2,Percent
1,3.4
01001,2
01003,3.6
01005,2.8
01007,0.7
01009,4.7
01011,1.1
01013,1.1
01015,2.5
01017,0.9
01019,0.5
01021,4
01023,0.3
01025,0.2
01027,2
01029,1.2
01031,4.6
01033,1.6
01035,0
01037,0.6
01039,1.5
01041,4.1
01043,2.6
01045,3.6
01047,0.7
01049,7.2
01051,2.2
01053,1.1
01055,2.3
01057,0.5
01059,7.9
01061,1.6
01063,0.9
01065,0.9
01067,2.5
01069,2.2
01071,1.5
01073,4.1
01075,0.2
01077,1.8
01079,1.7
01081,4.9
01083,3.5
01085,0.3
01087,0.5
01089,5.5
01091,0.3
01093,1.5
01095,7.4
01097,3.2
01099,1.3
01101,3.9
01103,5.1
01105,0.1
01107,0.5
01109,3.9
01111,1.5
01113,1.5
01115,1.9
01117,5.6
01119,0.1
01121,1.9
01123,1.5
01125,3.3
01127,1.1
01129,0.5
01131,0.3
01133,1.5
02,7.2
02013,72.2
02016,54.4
02020,9.2
02050,0.6
02060,0.8
02068,4.9
02070,1.5
02090,5.1
02100,0.6
02105,2.3
02110,6.9
02122,3.3
02130,7.2
02150,16.5
02164,1.8
02170,3.2
02180,1.1
02185,3.4
02188,1.2
02195,2.5
02198,2.4
02220,7.3
02230,14.1
02240,5.1
02261,4.9
02270,0.1
02275,1.9
02282,2.2
02290,0.9
04,14.2
04001,1.6
04003,12.3
04005,5.7
04007,3.1
04009,5
04011,4.4
04012,12.2
04013,15.9
04015,6.4
04017,2.6
04019,13.2
04021,10.5
04023,33.5
04025,7.2
04027,25.6
05,4.3
05001,1.6
05003,2
05005,1.9
05007,9.5
05009,1
05011,6.8
05013,1.4
05015,7.3
05017,2.3
05019,2.2
05021,0.4
05023,1.4
05025,0.3
05027,2.3
05029,1.9
05031,3.2
05033,3.8
05035,1
05037,0.2
05039,0.2
05041,1.9
05043,1.7
05045,3.6
05047,1
05049,0.4
05051,4.3
05053,1.3
05055,1
05057,5.7
05059,0.8
05061,5.8
05063,4
05065,1.8
05067,0.9
05069,1.5
05071,6.7
05073,0.5
05075,0.4
05077,1.4
05079,1.1
05081,0.3
05083,1.2
05085,1.7
05087,2.2
05089,2
05091,1.7
05093,2.2
05095,1.2
05097,1.1
05099,0.4
05101,0.9
05103,0.8
05105,0.6
05107,0.3
05109,2.6
05111,0.8
05113,2.8
05115,3.2
05117,0.1
05119,5.3
05121,1.4
05123,1.9
05125,2.3
05127,4.7
05129,1
05131,9
05133,16.9
05135,0.6
05137,0.7
05139,2.1
05141,1.2
05143,10.9
05145,2.3
05147,0.6
05149,13.1
06,27.2
06001,30.8
06003,5
06005,6.1
06007,7.9
06009,4.1
06011,25.3
06013,23.6
06015,7.3
06017,7.9
06019,21.7
06021,15.7
06023,5.4
06025,31.9
06027,10.2
06029,20.5
06031,21.5
06033,8.9
06035,7.2
06037,35.6
06039,20.6
06041,18.8
06043,3.7
06045,11.6
06047,24.8
06049,6.6
06051,18.4
06053,30.1
06055,22.5
06057,5.5
06059,30.5
06061,10.1
06063,5.7
06065,22.4
06067,19.6
06069,21.3
06071,21.6
06073,23.1
06075,35.6
06077,23.3
06079,10
06081,34
06083,23.7
06085,37
06087,18.4
06089,5.1
06091,5.3
06093,5.8
06095,19.9
06097,16.6
06099,20.4
06101,22.3
06103,10.8
06105,3.1
06107,23.1
06109,3.9
06111,22.9
06113,20.4
06115,13.1
08,9.8
08001,15.1
08003,6
08005,14.9
08007,1.7
08009,2.7
08011,4.6
08013,11.2
08014,8
08015,3.2
08017,5.4
08019,3.1
08021,4.2
08023,9.5
08025,6.1
08027,2.2
08029,4.7
08031,16.6
08033,0.2
08035,5.9
08037,19.9
08039,2.6
08041,7.2
08043,6.5
08045,16.7
08047,2.9
08049,4.8
08051,5.5
08053,2.9
08055,4.3
08057,1.6
08059,6.4
08061,1
08063,10.2
08065,15
08067,3.2
08069,5.3
08071,3.7
08073,4.7
08075,4.7
08077,4.2
08079,1.9
08081,6.1
08083,2.2
08085,7.7
08087,13.6
08089,4
08091,2.8
08093,4
08095,10.2
08097,12.6
08099,10
08101,3.4
08103,6.2
08105,5.2
08107,3.8
08109,12.4
08111,2
08113,8.4
08115,2.3
08117,12.2
08119,2.1
08121,4.2
08123,9.5
08125,11.7
09,13.2
09001,20.1
09003,14.2
09005,6.3
09007,7.8
09009,11.4
09011,8.3
09013,6.7
09015,4.6
10,8.2
10001,5.2
10003,9.6
10005,6.8
11,13
11001,13
12,19.2
12001,10.2
12003,1
12005,5.4
12007,1.7
12009,8.6
12011,30.9
12013,3.6
12015,9.2
12017,5.3
12019,5.9
12021,23.6
12023,3.3
12027,19.6
12029,2.6
12031,9
12033,5.9
12035,12.1
12037,3.1
12039,5.6
12041,2.6
12043,16.3
12045,3.2
12047,5
12049,21.3
12051,27.8
12053,6.6
12055,11.3
12057,15.1
12059,2.3
12061,10.5
12063,3.1
12065,3.9
12067,4.3
12069,8.7
12071,15.3
12073,6.5
12075,4.4
12077,1
12079,3.8
12081,12.3
12083,7.8
12085,10.4
12086,51.1
12087,16.2
12089,2.7
12091,6.8
12093,12.1
12095,19.1
12097,19.7
12099,22.3
12101,9.2
12103,11.2
12105,10.7
12107,4.2
12109,6.3
12111,15.6
12113,4.7
12115,11.6
12117,11.5
12119,5.9
12121,5.8
12123,2.1
12125,5.8
12127,7.7
12129,2
12131,4.9
12133,3.3
13,9.6
13001,6.9
13003,11.3
13005,4.9
13007,0
13009,2.7
13011,3.2
13013,6.7
13015,5.1
13017,4.2
13019,2.5
13021,3.6
13023,1.9
13025,0.9
13027,3.7
13029,4.4
13031,3.5
13033,0.5
13035,2
13037,3.5
13039,2.3
13043,5.2
13045,4.7
13047,2
13049,0.2
13051,5.8
13053,5.6
13055,2.7
13057,8.4
13059,11
13061,0
13063,14.6
13065,0.6
13067,15.2
13069,5.9
13071,10.6
13073,6.3
13075,3.4
13077,5.4
13079,1.8
13081,1.2
13083,2
13085,3.2
13087,2.3
13089,16.3
13091,1.4
13093,2.8
13095,2.2
13097,8.4
13099,0.4
13101,17.7
13103,2
13105,3
13107,3.5
13109,7.4
13111,1.8
13113,8.8
13115,6.7
13117,12.8
13119,2.5
13121,13
13123,5.6
13125,0.7
13127,5.2
13129,8.9
13131,6.1
13133,2.8
13135,25.5
13137,8.5
13139,16.2
13141,2.8
13143,1
13145,2.5
13147,2
13149,0.9
13151,7.5
13153,5
13155,2
13157,4.5
13159,3.1
13161,4.6
13163,1.6
13165,4.4
13167,1.1
13169,2.4
13171,1.4
