fips,2010,2011,2012,2013,2014
45015,178934,183664,189493,193881,198205
45017,15106,15170,14922,15078,14878
45019,351235,357737,365472,372913,381015
45021,55511,55588,55671,55743,56024
45023,33116,32841,32645,32601,32337
45025,46647,46605,46100,46189,46125
45027,34949,34652,34269,34211,34113
45029,38911,38488,38230,37834,37771
45031,68636,68258,68165,67946,67799
45033,32087,31730,31447,31255,31127
45035,137555,140081,142470,145287,148469
45037,26951,26727,26328,26308,26553
45039,23843,23576,23371,23143,22976
45041,137077,137488,138060,138434,139231
45043,60173,60196,60284,60520,60773
45045,452695,459009,466758,474223,482752
45047,69713,69785,69833,69689,69520
45049,21056,20774,20719,20395,20405
45051,270561,275490,281990,289527,298832
45053,24940,25418,25973,26710,27170
45055,61678,62034,62232,62604,63161
45057,76945,77758,79193,80520,83160
45059,66533,66419,66258,66207,66533
45061,19202,18917,18669,18407,18343
45063,263325,266383,270114,273604,277888
45065,10230,10056,9949,9932,9846
45067,32958,32760,32391,32013,31933
45069,28907,28484,28157,27999,27924
45071,37559,37491,37563,37568,37783
45073,74364,74226,74583,74913,75192
45075,92312,91755,91429,90726,90090
45077,119215,119426,119656,119222,120368
45079,385800,389600,393677,397893,401566
45081,19909,19867,19963,20100,20026
45083,284767,286092,288421,290818,293542
45085,107581,107350,108060,108002,107919
45087,28909,28655,28222,27982,27876
45089,34336,34113,33592,33066,32695
45091,226913,230183,234566,239415,245346
46003,2709,2722,2751,2718,2745
46005,17412,17732,18000,18299,18169
46007,3442,3437,3438,3451,3430
46009,7059,7029,7038,7010,7023
46011,32020,32130,32686,33087,33314
46013,36626,36931,37514,38162,38408
46015,5266,5306,5304,5372,5309
46017,1942,1986,2026,2033,2077
46019,10126,10307,10238,10325,10298
46021,1474,1416,1389,1347,1386
46023,9145,9192,9210,9211,9287
46025,3701,3596,3583,3628,3645
46027,13846,14035,14091,13937,13932
46029,27218,27399,27581,27855,27938
46031,4067,4047,4082,4230,4182
46033,8269,8335,8315,8424,8445
46035,19515,19615,19798,19839,19885
46037,5715,5763,5636,5617,5588
46039,4348,4368,4368,4303,4312
46041,5329,5407,5544,5606,5662
46043,2993,2993,2972,3017,2973
46045,4075,4061,4028,4035,3983
46047,7121,6984,6999,6837,6845
46049,2367,2374,2379,2380,2357
46051,7346,7259,7268,7289,7241
46053,4258,4220,4248,4231,4217
46055,1923,1910,1909,1888,1847
46057,5915,5950,5941,5952,5989
46059,3429,3441,3385,3396,3345
46061,3348,3390,3394,3407,3419
46063,1245,1294,1315,1264,1250
46065,17062,17283,17441,17466,17642
46067,7333,7195,7206,7170,7200
46069,1416,1395,1431,1387,1396
46071,3047,3172,3177,3231,3274
46073,2084,2067,2040,2058,2007
46075,1007,1020,1010,996,975
46077,5136,5176,5240,5080,5075
46079,11275,11601,11832,12078,12368
46081,24170,24303,24360,24899,24657
46083,45150,46744,48302,49886,51548
46085,3770,3833,3793,3881,3877
46087,5608,5568,5603,5647,5649
46089,2454,2445,2429,2439,2429
46091,4642,4615,4656,4745,4683
46093,25504,25593,25924,26567,26951
46095,2037,2111,2092,2081,2100
46097,2382,2343,2323,2335,2316
46099,169992,171963,175511,179724,182882
46101,6495,6498,6447,6416,6367
46103,101279,102426,104552,106372,108242
46105,2974,3005,3020,3035,3033
46107,2338,2361,2349,2369,2340
46109,10182,10307,10348,10305,10374
46111,2358,2363,2325,2324,2336
46113,13649,13917,14076,14166,14218
46115,6410,6503,6652,6599,6598
46117,2989,2989,2977,2984,2983
46119,1374,1387,1445,1464,1438
46121,9637,9865,9935,9977,9882
46123,5639,5605,5485,5506,5512
46125,8349,8375,8332,8365,8272
46127,14480,14601,14841,14804,15029
46129,5446,5569,5460,5505,5511
46135,22455,22507,22591,22664,22684
46137,2820,2837,2869,2835,2826
47001,75146,75212,75349,75494,75528
47003,45112,45313,45400,45849,46627
47005,16500,16428,16369,16282,16145
47007,12866,12834,12781,13786,13931
47009,123151,123625,124016,125045,126339
47011,99142,99911,101117,101873,102975
47013,40704,40559,40429,40195,39918
47015,13793,13742,13842,13797,13757
47017,28479,28587,28623,28496,28370
47019,57384,57511,57376,57331,56886
47021,39116,39009,39275,39457,39764
47023,17174,17216,17225,17354,17379
47025,32230,32074,31716,31593,31592
47027,7848,7823,7800,7775,7765
47029,35653,35394,35488,35354,35374
47031,52787,52894,53137,53316,53623
47033,14571,14543,14602,14613,14668
47035,56206,56600,57037,57492,57985
47037,628045,635663,649142,659042,668347
47039,11721,11673,11648,11665,11666
47041,18727,18802,18920,19123,19268
47043,49708,49944,50167,50183,50575
47045,38321,38139,38223,38160,37935
47047,38404,38525,38609,38772,39011
47049,17915,18009,17911,17919,17855
47051,40989,40871,40785,41297,41402
47053,49726,49859,49670,49434,49472
47055,29403,29332,28948,28783,28853
47057,22702,22722,22640,22694,22864
47059,68812,68962,68634,68235,68335
47061,13721,13630,13630,13466,13425
47063,62607,62862,62733,63078,63036
47065,337197,340755,345657,349030,351220
47067,6817,6715,6679,6662,6657
47069,27167,26851,26532,26287,25965
47071,26052,25890,26025,26006,25870
47073,56883,56657,56601,56831,56735
47075,18764,18533,18243,18218,18185
47077,27789,28023,28019,27973,28009
47079,32354,32333,32334,32171,32204
47081,24669,24359,24152,24207,24384
47083,8450,8346,8423,8295,8267
47085,18563,18388,18280,18245,18135
47087,11607,11518,11529,11551,11568
47089,51610,51938,52309,52296,52677
47091,18281,18207,18119,17977,17859
47093,433005,436523,441136,444350,448644
47095,7817,7770,7703,7706,7631
47097,27760,27703,27681,27571,27382
47099,41990,42053,42129,41973,42274
47101,12152,12136,11899,11956,11906
47103,33414,33407,33436,33596,33637
47105,48735,49059,49743,50438,50771
47107,52224,52378,52452,52363,52626
47109,26052,26042,26171,26160,26267
47111,22260,22477,22512,22658,23003
47113,98298,98044,98551,98751,98178
47115,28236,28082,28227,28353,28407
47117,30682,30900,30934,31098,31269
47119,81191,81395,81944,83600,85515
47121,11778,11664,11678,11650,11701
47123,44605,44895,45108,45169,45233
47125,173255,176769,185360,184729,189961
47127,6350,6412,6348,6313,6319
47129,21995,22056,21945,21672,21660
47131,31814,31685,31351,31100,30941
47133,22088,22177,22211,22039,22028
47135,7919,7834,7830,7851,7822
47137,5069,5140,5088,5083,5124
47139,16823,16746,16613,16664,16730
47141,72542,72852,73071,73553,74165
47143,31877,32018,32307,32515,32641
47145,54129,53792,53426,52971,52748
47147,66364,66668,66719,67288,68079
47149,263774,269046,274208,281373,288906
47151,22241,22116,22166,22009,21987
47153,14131,14277,14417,14624,14704
47155,90135,91336,92532,93693,95110
47157,928786,933756,939942,939365,938803
47159,19125,19146,19120,19061,19009
47161,13351,13244,13336,13345,13279
47163,156856,156978,156673,156694,157047
47165,161276,163929,166156,169114,172706
47167,61121,61279,61576,61564,61623
47169,7874,7820,7791,7806,8002
47171,18290,18294,18251,18077,17963
47173,19120,19237,19133,19092,19113
47175,5552,5526,5620,5561,5633
47177,39859,39885,39755,39866,39969
47179,123302,123989,124897,125561,126242
47181,16985,17001,16990,16946,16913
47183,35026,34962,34712,34424,34373
47185,25816,26020,26060,26231,26301
47187,184068,188299,193037,198975,205226
47189,114650,116791,119088,122016,125376
48001,58478,58353,58026,57934,57627
48003,14835,15393,16119,16808,17477
48005,86920,87299,87585,87613,87750
48007,23204,23335,23707,24229,24972
48009,9103,8830,8772,8750,8811
48011,1902,1934,1948,1957,1955
48013,44955,45463,46436,47085,47774
48015,28423,28652,28622,28811,29114
48017,7156,7175,7101,7080,6910
48019,20551,20554,20608,20607,20892
48021,74336,75151,74886,76099,78069
48023,3717,3711,3615,3605,3592
48025,31901,32321,32451,32773,32863
48027,312874,316164,323147,326632,329140
48029,1723035,1755526,1788858,1822154,1855866
48031,10509,10554,10616,10634,10812
48033,643,628,613,639,652
48035,18258,18247,18111,17862,17780
48037,92656,92879,93088,93442,93275
48039,314452,319444,324697,330670,338124
48041,195680,197649,200567,204621,209152
48043,9275,9359,9254,9289,9173
48045,1626,1643,1560,1544,1536
48047,7210,7213,7168,7215,7194
48049,38097,38001,37857,37908,37653
48051,17210,17236,17316,17163,17253
48053,42789,43366,44078,44380,44943
48055,38116,38467,38711,39248,39810
48057,21336,21359,21567,21785,21797
48059,13516,13534,13515,13518,13513
48061,407672,413188,416048,418217,420392
48063,12404,12408,12460,12422,12621
48065,6164,6270,6109,5986,6013
48067,30432,30503,30187,30369,30261
48069,8111,8048,8179,8012,7781
48071,35406,35597,36388,37215,38145
48073,50872,50965,51152,50965,50902
48075,7064,7019,7096,7063,7089
48077,10734,10682,10512,10436,10370
48079,3139,3071,3017,2995,2935
48081,3323,3285,3224,3215,3254
48083,8888,8749,8675,8536,8430
48085,788568,814738,837476,858711,885241
48087,3052,3090,3020,3087,3017
48089,20877,20799,20685,20776,20719
48091,109284,112076,115097,118891,123694
48093,13986,13903,13746,13591,13550
48095,4096,4137,4065,4106,4050
48097,38445,38375,38733,38475,38761
48099,75588,76624,77136,76471,75562
48101,1500,1503,1479,1442,1415
48103,4376,4363,4567,4755,4950
48105,3706,3673,3716,3772,3812
48107,6048,6088,6099,5992,5899
48109,2397,2373,2303,2288,2266
48111,6761,6846,6996,7047,7135
48113,2373360,2409942,2456693,2486083,2518638
48115,13850,13805,13663,13273,13372
48117,19440,19476,19358,19187,19195
48119,5241,5204,5307,5205,5238
48121,666938,685718,707962,729152,753363
48123,20049,20296,20456,20501,20684
48125,2454,2408,2325,2288,2218
48127,10033,10114,10510,10939,11089
48129,3724,3679,3652,3580,3543
48131,11721,11791,11573,11600,11533
48133,18600,18582,18403,18253,18176
48135,137098,139690,144444,149522,153904
48137,1993,1967,1968,1879,1879
48139,150431,152462,153826,156198,159317
48141,803627,819726,831144,831324,833487
48143,37878,38972,39456,40003,40147
48145,17876,17862,17600,17292,16989
48147,33902,33911,33667,33644,33752
48149,24538,24751,24720,24785,24833
48151,3953,3953,3833,3838,3831
48153,6403,6376,6349,6239,5949
48155,1335,1351,1305,1270,1275
48157,590619,607501,626704,654561,685345
48159,10606,10544,10636,10612,10600
48161,19810,19622,19481,19629,19762
48163,17243,17458,17829,18172,18531
48165,17572,18064,18452,18965,19425
48167,292574,295673,301469,307465,314198
48169,6460,6576,6450,6405,6435
48171,24870,25022,25150,25334,25520
48173,1228,1231,1256,1245,1291
48175,7221,7206,7338,7469,7549
48177,19821,19795,19971,20219,20462
48179,22466,22584,22833,22929,23044
48181,121086,121283,121631,122343,123534
48183,121958,122430,122896,123194,123204
48185,26593,26691,26724,26881,27172
48187,132552,135837,139714,143191,147250
48189,36355,36423,36316,35809,34720
48191,3356,3322,3298,3226,3147
48193,8485,8412,8290,8262,8199
48195,5605,5571,5502,5515,5509
48197,4153,4117,4048,4006,3928
48199,54821,55062,55149,55421,55621
48201,4108909,4181948,4263060,4352752,4441370
48203,65711,67338,67284,67185,67336
48205,6060,6084,6153,6070,6089
48207,5875,5966,5880,5884,5769
48209,158307,163380,168855,176483,185025
48211,3798,3962,4082,4139,4180
48213,78648,78684,78942,78618,79290
48215,779194,795303,807725,818942,831073
48217,35128,35191,35109,34858,34848
48219,22839,22965,23122,23520,23577
48221,51291,51491,52136,52897,53921
48223,35215,35333,35420,35499,35921
48225,23693,23368,23149,22806,22741
48227,35027,35018,35536,36277,36651
48229,3462,3408,3333,3306,3211
48231,86313,86732,87211,87532,88493
48233,22212,21972,21948,21832,21773
48235,1610,1606,1576,1609,1574
48237,9018,9048,9005,8911,8855
48239,14070,14015,14249,14607,14739
48241,35816,36247,35856,35659,35552
48243,2351,2308,2312,2236,2204
48245,252495,253384,251404,252814,252235
48247,5292,5282,5265,5236,5255
48249,40880,41195,41644,41669,41353
48251,151297,152037,153530,154952,157456
48253,20263,20281,19910,20068,19936
48255,14865,14970,14896,14782,14906
48257,103871,105287,106680,108521,111236
48259,33651,34532,35759,37469,38880
48261,418,435,432,415,400
48263,812,823,839,801,785
48265,49641,49636,49798,49932,50562
48267,4583,4593,4534,4462,4438
48269,288,258,271,273,262
48271,3601,3611,3628,3623,3526
48273,32095,32098,32180,32149,32190
48275,3729,3747,3768,3777,3858
48277,49844,49975,49856,49320,49523
48279,14010,14105,13931,13757,13574
48281,19755,19927,20081,20179,20156
48283,6898,6989,7126,7429,7474
48285,19244,19227,19455,19543,19721
48287,16605,16601,16548,16587,16742
48289,16758,16846,16763,16694,16861
48291,75831,76042,76511,77033,78117
48293,23474,23571,23664,23422,23524
48295,3283,3343,3432,3479,3553
48297,11545,11518,11668,11868,12091
48299,19359,18964,19121,19406,19510
48301,83,95,83,103,86
48303,280207,283399,286096,290060,293974
48305,5897,5879,5777,5708,5771
48307,8221,8271,8275,8261,8199
48309,235961,237867,239511,241807,243441
48311,712,703,738,772,805
48313,13737,13727,13712,13819,13861
48315,10513,10452,10323,10239,10149
48317,4817,4911,5002,5291,5460
48319,4013,4029,4044,4148,4071
48321,36721,36714,36566,36537,36519
48323,54499,55308,55766,56510,57023
48325,46153,46546,46867,47366,47894
48327,2235,2220,2221,2143,2147
48329,136981,140085,147090,151949,155830
48331,24702,24646,24143,24191,24256
48333,4953,4867,4831,4886,4870
48335,9409,9385,9312,8998,9076
48337,19720,19741,19529,19435,19416
48339,459421,471836,485119,499818,518947
48341,21996,22093,22399,22223,22148
48343,12921,12820,12757,12782,12743
48345,1205,1211,1195,1193,1153
48347,64645,65632,65841,65190,65301
48349,47848,48056,48131,48133,48195
48351,14439,14501,14328,14209,14138
48353,15240,15121,14877,15077,15093
48355,340320,343216,347933,352962,356221
48357,10173,10443,10621,10734,10758
48359,2050,2075,2047,2100,2070
48361,81993,82328,82951,82980,83433
48363,28102,28137,27883,27924,28096
48365,23781,24026,23998,23825,23769
48367,117294,118500,119757,120207,123164
48369,10285,10297,10162,9970,9908
48371,15536,15639,15591,15724,15893
48373,45443,45645,45745,45871,46079
48375,121390,122350,122754,122146,121627
48377,7874,7741,7540,7264,6976
48379,10931,11023,10938,11016,11032
48381,121190,123359,124897,126644,128220
48383,3351,3393,3476,3627,3755
48385,3324,3429,3372,3329,3371
48387,12851,12695,12712,12505,12446
48389,13813,13761,13892,14077,14349
48391,7357,7310,7238,7268,7302
48393,925,933,950,923,928
48395,16588,16693,16490,16461,16500
48397,78967,81136,82992,85290,87809
48399,10506,10561,10422,10302,10416
48401,53386,53768,55743,53973,53923
48403,10865,10681,10469,10389,10350
48405,8846,8853,8836,8741,8610
48407,26439,26814,27000,26804,27099
48409,64502,64500,65372,66257,66915
48411,6139,6046,5988,5712,5622
48413,3499,3300,3249,3197,3162
48415,16954,16887,17106,17267,17328
48417,3367,3342,3370,3374,3343
48419,25427,25695,25988,25865,25515
48421,3030,3035,3067,3085,3084
48423,210455,212765,214941,216670,218842
48425,8509,8452,8594,8624,8694
48427,61178,61727,61951,62390,62955
48429,9595,9507,9570,9350,9405
48431,1137,1168,1188,1230,1339
48433,1495,1479,1470,1430,1403
48435,4060,4011,3930,4001,3972
48437,7895,7825,7882,7761,7581
48439,1816784,1848435,1882822,1913943,1945360
48441,131863,132822,134104,133866,135143
48443,1007,955,926,905,927
48445,12663,12653,12610,12739,12739
48447,1630,1637,1601,1598,1608
48449,32408,32441,32693,32654,32506
48451,110673,111823,113521,114955,116608
48453,1030443,1062609,1097104,1122748,1151145
48455,14697,14636,14300,14401,14224
48457,21763,21673,21452,21453,21418
48459,39388,39770,39952,39790,40354
48461,3346,3285,3254,3358,3454
48463,26448,26574,26760,26916,27117
48465,49008,49001,48953,49059,48974
48467,52656,52644,52355,52462,52910
48469,86849,87444,89276,90123,91081
48471,68219,68296,68656,69452,69789
48473,43441,44028,44353,45484,46820
48475,10612,10696,10876,11245,11625
48477,33749,33972,33866,34169,34438
48479,251308,255618,259986,263772,266673
48481,41316,41250,41147,41215,41168
48483,5407,5467,5607,5740,5714
48485,131791,130820,131702,132343,132355
48487,13505,13431,13262,13154,12973
48489,22202,22114,22107,21953,21903
48491,426541,442482,456593,471225,489250
48493,43074,43697,44432,45438,46402
48495,7084,7146,7344,7624,7821
48497,59102,59936,60387,61003,61638
48499,42031,42177,42525,42570,42852
48501,7835,7971,8018,8160,8286
48503,18529,18344,18290,18356,18350
48505,14056,14192,14232,14356,14319
48507,11730,11861,11996,12211,12267
49001,6640,6521,6486,6462,6461
49003,50153,50262,50269,50864,51518
49005,113299,114842,115958,117326,118343
49007,21416,21328,21254,20931,20660
49009,1067,1158,1086,1130,1117
49011,307779,311986,316018,322754,329692
49013,18612,18732,19061,20106,20380
49015,10971,10953,10901,10716,10631
49017,5183,5167,5088,5065,5024
49019,9316,9288,9341,9367,9429
49021,46264,46658,46730,46706,47269
49023,10261,10343,10328,10327,10486
49025,7153,7237,7217,7242,7254
49027,12523,12609,12543,12628,12606
49029,9519,9650,9802,10198,10608
49031,1556,1523,1528,1523,1484
49033,2257,2320,2279,2276,2293
49035,1032942,1048397,1064402,1080866,1091742
49037,14805,14776,14899,14990,15251
49039,27871,28027,28029,28243,28477
49041,20804,20903,20735,20844,20773
49043,36503,37429,37893,38453,39105
49045,58490,59237,59820,60718,61598
49047,32429,33258,34636,35690,36867
49049,519569,530053,539602,551926,560974
49051,23673,24427,25374,26563,27714
49053,138406,141502,144643,147719,151948
49055,2767,2758,2732,2732,2723
49057,232118,233980,236540,238422,240475
50001,36811,36861,36837,36898,37009
50003,37077,36812,36669,36692,36445
50005,31189,31130,31095,31151,30981
50007,156762,157679,158641,159818,160531
50009,6297,6323,6216,6196,6125
50011,47788,48175,48253,48272,48642
50013,6958,6983,6980,6982,6994
50015,24517,24659,24905,25050,25082
50017,28941,29025,28933,28879,28859
50019,27225,27162,27159,27170,27082
50021,61573,61243,60875,60545,60086
50023,59550,59543,59351,59221,58998
50025,44503,44229,43997,43808,43714
50027,56601,56626,56227,56173,56014
51001,33176,33294,33313,33021,33021
51003,99214,100667,102030,103014,104489
51005,16223,16320,16183,16121,15820
51007,12740,12752,12745,12727,12855
51009,32388,32120,32445,32193,32041
51011,15031,15003,15144,15230,15279
51013,209395,216603,221947,226012,226908
51015,73485,73752,73603,73835,73862
51017,4717,4676,4655,4607,4563
51019,74941,75338,75431,75740,76583
51021,6823,6780,6710,6695,6625
51023,33188,33052,33157,33029,33100
51025,17424,17161,17063,16659,16498
51027,24028,23888,23837,23555,23106
51029,17107,17170,17043,17127,16913
51031,54891,54812,54726,54851,54885
51033,28615,28667,28939,29285,29778
51035,30042,30031,29873,29837,29621
51036,7260,7231,7148,7106,7023
51037,12547,12501,12411,12312,12225
51041,317151,320292,323850,327892,332499
51043,14049,14229,14316,14348,14423
51045,5176,5228,5198,5196,5234
51047,46816,47311,47767,48488,49166
51049,10043,10019,9851,9838,9827
51051,15870,15765,15668,15449,15308
51053,27998,28084,28100,27926,27859
51057,11154,11204,11167,11200,11103
51059,1086723,1105624,1121050,1134423,1137538
51061,65443,66105,66603,67233,68248
51063,15334,15393,15426,15528,15578
51065,25773,26002,25943,25916,26092
51067,56221,56442,56392,56388,56358
51069,78592,79499,80161,81257,82377
51071,17297,17104,16968,16939,16815
51073,36929,36878,36894,36848,37141
51075,21751,21458,21350,21639,21936
51077,15462,15365,15179,15176,15093
51079,18455,18696,18807,18839,19031
51081,12233,12055,11824,11761,11681
51083,36154,36001,35774,35389,35200
51085,99921,99975,100432,101198,101918
51087,307542,310550,315431,318943,321924
51089,54094,53274,52824,52527,52081
51091,2294,2279,2249,2219,2248
51093,35288,35274,35380,35643,36007
51095,67751,68329,69532,70964,72583
51097,6970,7032,7068,7118,7175
51099,23676,24279,24608,24950,25371
51101,15977,15981,15977,16103,16186
51103,11369,11350,11230,11128,11044
51105,25543,25663,25539,25202,24951
51107,315505,326900,338165,350959,363050
51109,33348,33499,33517,34004,34348
51111,12898,12875,12599,12498,12466
51113,13295,13192,13207,13187,13157
51115,8973,8963,8921,8922,8836
51117,32700,32578,31758,31336,31192
51119,10970,10834,10827,10758,10696
51121,94610,94841,95651,96696,97244
51125,14981,15034,14807,14789,14850
51127,18546,18754,19132,19482,20021
51131,12397,12432,12237,12082,12121
51133,12350,12416,12354,12231,12251
51135,15834,15889,15776,15701,15579
51137,33485,33872,34187,34623,35026
51139,24048,23990,23872,23769,23848
51141,18476,18368,18403,18316,18264
51143,63571,63374,62898,62547,62383
51145,28079,28078,28116,28241,28449
51147,23371,23223,23211,22820,23074
51149,35619,36668,37036,37303,37333
51153,406370,420004,431226,440166,446094
51155,34819,34749,34747,34512,34322
51157,7499,7485,7430,7453,7361
51159,9264,9189,9052,8951,8902
51161,92456,93004,93031,93694,93785
51163,22280,22504,22392,22334,22327
51165,76354,77109,77375,77715,78171
51167,28842,28657,28426,28274,28023
51169,23125,22961,22801,22632,22384
51171,42050,42283,42641,42729,43021
51173,32193,32030,31863,31741,31555
51175,18588,18571,18417,18186,18059
51177,123158,124823,126137,127696,129188
51179,129787,132219,134374,136988,139992
51181,7060,6940,6840,6794,6790
51183,12004,12091,11941,11808,11767
51185,45157,44690,44248,44107,43452
51187,37504,37650,37963,38607,38987
51191,54865,54735,55073,54763,54729
51193,17444,17608,17497,17562,17477
51195,41594,41384,40828,40620,39935
51197,29254,29228,29351,29339,29121
51199,65198,65810,65746,65944,66342
51510,140829,144461,146934,149312,150575
51520,17855,17776,17724,17436,17184
51530,6646,6721,6768,6675,6603
51540,43546,43770,44521,45093,45593
51550,223517,225333,228188,230431,233371
51570,17390,17369,17510,17708,17731
51580,5955,5855,5821,5833,5802
51590,42933,42586,42786,42770,42444
51595,5922,5758,5704,5565,5462
51600,22604,22792,23461,24194,24483
51610,12446,12720,13136,13469,13601
51620,8585,8431,8494,8632,8526
51630,24192,25641,27113,27862,28350
51640,7077,6877,6921,7014,7014
51650,137416,136435,136843,136948,136879
51660,49072,49811,51224,51518,52478
51670,22641,22506,22322,22209,22196
51678,7062,6934,7032,7232,7311
51680,75773,76813,77788,78710,79047
51683,38276,39358,40742,41725,42081
51685,14409,14891,15079,15409,15174
51690,13740,13777,13747,13748,13711
51700,180989,180356,180487,182015,182965
51710,242943,243723,246150,245480,245428
51720,3964,4015,4049,4017,4031
51730,32573,32159,32167,32593,32701
51735,12154,12055,12134,12125,12048
51740,95495,95816,96546,96174,96004
51750,16452,16824,16766,17277,17646
51760,204256,206977,211526,214704,217853
51770,96812,96810,97879,98815,99428
51775,24928,24854,25053,25282,25483
51790,23825,24058,23921,24318,24538
51800,84881,84768,85183,85749,86806
51810,439073,442984,445769,449308,450980
51820,21068,21094,21105,21250,21366
51830,13689,14262,14617,14745,14691
51840,26183,26756,27178,27497,27543
53001,18760,18830,18914,19073,19179
53003,21697,21911,21873,22104,22189
53005,176456,180475,182396,184453,186486
53007,72727,73300,73670,74037,74588
53009,71526,71783,71848,72250,72715
53011,426869,432668,437505,443312,451008
53013,4112,4022,4001,4036,3985
53015,102392,102329,101777,101729,102133
53017,38534,38791,39325,39459,39804
53019,7549,7689,7719,7663,7667
53021,79122,83164,85831,86614,87809
53023,2265,2248,2225,2248,2215
53025,89592,90781,91688,92084,93147
53027,72833,72311,71705,71001,70818
53029,78692,78969,79230,78589,79275
53031,29904,29868,29823,30067,30228
53033,1937424,1972113,2008526,2046956,2079967
53035,251650,254372,254659,253205,254183
53037,41011,41575,41638,41781,42522
53039,20360,20664,20613,20843,20861
53041,75487,75660,75532,75102,75128
53043,10563,10513,10437,10283,10250
53045,60750,60905,60751,60521,60711
53047,41236,41325,41218,41136,41290
53049,20899,20867,20563,20434,20561
53051,12971,12946,12998,12924,12985
53053,795448,803486,812363,820219,831928
53055,15757,15802,15792,15871,16015
53057,116967,117740,118005,118742,120365
53059,11099,11124,11151,11255,11340
53061,715362,722421,732942,746446,759583
53063,472019,473381,475704,479327,484318
53065,43503,43510,43610,43433,43650
53067,253046,256481,258713,262561,265851
53069,3970,4013,3984,4044,4067
53071,58917,59523,59458,59637,59844
53073,201518,203329,204827,206248,208351
53075,44778,45064,46590,46758,46827
53077,244146,246159,246721,247297,247687
54001,16596,16596,16860,16796,16766
54003,104659,105719,107062,108684,110497
54005,24612,24474,24397,24087,23714
54007,14525,14541,14485,14445,14463
54009,23991,23919,23791,23706,23530
54011,96347,96557,96935,97181,97109
54013,7638,7639,7591,7533,7513
54015,9359,9378,9251,9202,8941
54017,8198,8183,8220,8417,8391
54019,45993,45954,45898,45567,45132
54021,8717,8765,8778,8650,8618
54023,11900,11929,11841,11788,11687
54025,35516,35674,35806,35749,35450
54027,23951,23792,23678,23467,23483
54029,30662,30516,30328,30229,30112
54031,14028,13981,13870,13973,13923
54033,69240,69269,69148,68926,68761
54035,29250,29303,29280,29187,29126
54037,53647,54364,54566,54961,55713
54039,193029,192027,192152,191394,190223
54041,16387,16380,16426,16455,16414
54043,21669,21606,21638,21520,21561
54045,36725,36453,36336,35981,35348
54047,22064,21690,21314,20890,20448
54049,56518,56624,56787,56758,56803
54051,33060,32839,32684,32580,32416
54053,27335,27318,27222,27146,27016
54055,62313,62437,62358,61910,61785
54057,28248,28093,27933,27707,27578
54059,26766,26591,26122,25948,25716
54061,96766,98684,100531,102217,103463
54063,13503,13540,13492,13502,13582
54065,17503,17440,17433,17422,17453
54067,26233,26149,26252,25987,25827
54069,44479,44191,44056,43728,43328
54071,7700,7580,7532,7443,7371
54073,7577,7599,7592,7596,7634
54075,8702,8817,8697,8673,8662
54077,33562,33630,33910,33708,33788
54079,55694,56140,56589,56586,56770
54081,78909,79233,79122,78629,78241
54083,29376,29438,29420,29566,29429
54085,10399,10349,10269,10077,10011
54087,14887,14826,14710,14655,14664
54089,13932,13852,13761,13532,13417
54091,16877,16922,16984,16992,17069
54093,7110,7047,6941,6953,6927
54095,9188,9105,9033,8998,9098
54097,24261,24276,24506,24662,24731
54099,42424,41930,41672,41525,41122
54101,9146,9148,9016,8881,8834
54103,16557,16414,16420,16191,15988
54105,5734,5789,5806,5875,5845
54107,86981,86798,86561,86400,86237
54109,23733,23474,23251,22960,22598
55001,20864,20908,20528,20504,20215
55003,16165,16084,15907,16064,16103
55005,45842,45911,45777,45604,45455
55007,15014,15106,15090,15125,14985
55009,248484,250556,253014,254765,256670
55011,13548,13473,13332,13330,13188
55013,15430,15506,15357,15316,15328
55015,48989,49684,49704,49644,49491
55017,62615,62929,63051,63199,63460
55019,34687,34738,34465,34562,34423
55021,56888,56716,56461,56613,56615
55023,16615,16664,16531,16424,16392
55025,489007,496307,503293,510027,516284
55027,88659,88737,88576,88399,88574
55029,27712,27883,27710,27873,27766
55031,44181,44014,43816,43796,43698
55033,43886,43885,43930,44221,44305
55035,99018,99909,100840,101704,101564
55037,4404,4498,4472,4517,4481
55039,101645,101792,101702,101648,101759
55041,9292,9261,9183,9128,9127
55043,51187,51231,50991,51120,51829
55045,36852,36972,36881,37086,37063
55047,19032,19097,19075,18967,18836
55049,23662,23778,23766,23740,23825
55051,5893,5999,5938,5887,5917
55053,20465,20534,20477,20585,20652
55055,83686,83905,84408,84610,84395
55057,26667,26687,26746,26540,26395
55059,166577,166821,167352,167521,168068
55061,20574,20617,20618,20474,20444
55063,114859,115320,116831,117330,118011
55065,16793,16953,16872,16766,16853
55067,19936,19883,19729,19572,19410
55069,28747,28440,28472,28676,28493
55071,81286,81139,80816,80623,80160
55073,134065,134531,134689,135365,135780
55075,41705,41454,41488,41497,41298
55077,15390,15343,15186,15149,15050
55078,4257,4372,4373,4382,4522
55079,948210,951481,954521,956386,956406
55081,44755,45109,45087,45249,45379
55083,37654,37590,37420,37334,37417
55085,35938,35826,35746,35696,35563
55087,176861,177727,178877,180225,182006
55089,86349,86707,87030,87095,87470
55091,7444,7415,7387,7368,7335
55093,41110,40822,40674,40733,40958
55095,44154,43948,43525,43424,43437
55097,69977,70156,70481,70587,70482
55099,14105,14018,13870,13772,13675
55101,195446,194979,194683,194922,195163
