fips,2010,2011,2012,2013,2014
18147,20890,21056,20875,20844,20801
18149,23370,23219,23197,23215,23074
18151,34135,34058,34155,34294,34308
18153,21419,21246,21227,21193,21050
18155,10622,10567,10402,10528,10452
18157,173011,175485,178180,180925,183074
18159,15874,15846,15721,15584,15415
18161,7538,7477,7340,7309,7246
18163,179790,180285,180781,181524,182006
18165,16145,16112,15955,15855,15693
18167,107880,108321,108589,108356,108175
18169,32852,32581,32428,32348,32252
18171,8502,8474,8386,8393,8352
18173,59863,60240,60439,61001,61149
18175,28290,28180,27925,27810,27878
18177,68959,68822,68371,67978,67671
18179,27658,27724,27678,27736,27862
18181,24680,24506,24408,24376,24453
18183,33335,33288,33270,33238,33403
19001,7693,7588,7515,7463,7454
19003,4023,3993,3904,3892,3875
19005,14344,14200,14131,14046,14038
19007,12869,12870,12711,12659,12661
19009,6108,6016,5876,5880,5794
19011,26059,26137,25861,25737,25680
19013,131158,131429,131661,132591,132897
19015,26276,26336,26234,26352,26433
19017,24283,24363,24463,24577,24721
19019,20946,20879,20942,20932,21038
19021,20328,20264,20548,20584,20578
19023,14902,14948,14977,14998,15006
19025,10162,10054,9910,9909,9866
19027,20828,20848,20674,20599,20562
19029,13927,13779,13720,13598,13448
19031,18511,18445,18425,18379,18411
19033,44100,43965,43711,43505,43254
19035,12131,12046,11981,11918,11836
19037,12414,12408,12270,12288,12264
19039,9301,9302,9340,9259,9217
19041,16624,16601,16563,16474,16515
19043,18090,18000,17934,17785,17692
19045,49109,49103,48723,48330,48051
19047,17127,17210,17306,17422,17228
19049,66652,69722,72121,74727,77400
19051,8791,8774,8709,8770,8781
19053,8415,8257,8250,8245,8263
19055,17772,17650,17572,17499,17398
19057,40250,40099,40271,40452,40255
19059,16658,16879,16965,16949,16935
19061,93893,94507,95147,95912,96370
19063,10281,10080,9997,9994,9990
19065,20860,20966,20794,20501,20343
19067,16318,16124,16136,16110,16077
19069,10685,10683,10526,10531,10436
19071,7421,7360,7134,7063,7022
19073,9332,9305,9161,9156,9200
19075,12447,12458,12423,12311,12375
19077,10943,10861,10771,10675,10722
19079,15630,15447,15308,15312,15117
19081,11305,11276,11164,11102,11027
19083,17531,17384,17378,17424,17311
19085,14925,14796,14520,14437,14324
19087,20121,20318,20112,20219,20217
19089,9558,9545,9582,9511,9449
19091,9801,9799,9733,9683,9640
19093,7069,7079,7091,7142,7042
19095,16320,16340,16206,16341,16375
19097,19829,19720,19689,19562,19482
19099,36805,36624,36544,36731,36872
19101,16816,17011,17084,17276,17325
19103,131267,133730,136913,139814,142287
19105,20685,20752,20619,20524,20454
19107,10499,10366,10398,10313,10231
19109,15517,15369,15351,15277,15222
19111,35860,35605,35622,35386,35286
19113,211616,213973,215206,216087,217751
19115,11372,11370,11327,11294,11161
19117,8889,8836,8764,8735,8701
19119,11558,11706,11760,11692,11683
19121,15722,15724,15627,15463,15609
19123,22397,22505,22417,22412,22370
19125,33248,33352,33378,33196,33365
19127,40682,40982,41058,41022,40866
19129,15074,15036,14881,14910,14831
19131,10789,10702,10727,10724,10779
19133,9240,9262,9142,9104,8996
19135,7984,8046,8071,7992,8001
19137,10694,10651,10558,10421,10421
19139,42758,42799,42905,42918,42903
19141,14400,14201,14163,14047,14056
19143,6451,6312,6190,6222,6218
19145,15934,15926,15751,15577,15496
19147,9399,9365,9281,9170,9099
19149,24977,24839,24881,24924,24874
19151,7284,7216,7161,7154,7138
19153,432243,437770,443984,451822,459862
19155,93384,93490,92918,92846,93128
19157,18902,18861,18759,18634,18668
19159,5129,5101,5085,5046,5051
19161,10343,10220,10162,10049,10035
19163,165752,167053,168827,170553,171387
19165,12168,12038,12071,11944,11948
19167,33716,34034,34348,34524,34681
19169,89596,90896,91721,93410,94073
19171,17723,17619,17526,17523,17451
19173,6308,6266,6223,6187,6143
19175,12506,12557,12591,12599,12516
19177,7560,7511,7454,7440,7468
19179,35652,35444,35349,35373,35212
19181,46323,46664,46950,47399,47956
19183,21696,21830,21921,22015,22070
19185,6398,6363,6355,6416,6395
19187,37865,37704,37253,37216,36955
19189,10828,10718,10626,10494,10559
19191,21066,21038,21036,20879,20768
19193,102337,102642,102330,102278,102271
19195,7577,7574,7519,7541,7624
19197,13186,13038,13008,12963,12840
20001,13360,13351,13341,13098,12909
20003,8098,8051,7918,7858,7883
20005,16870,16785,16800,16717,16513
20007,4848,4926,4880,4938,4897
20009,27684,27697,27553,27510,27385
20011,15169,14941,14859,14826,14772
20013,9982,9998,9888,9949,9815
20015,65918,65851,65756,65884,66227
20017,2788,2791,2750,2708,2692
20019,3646,3614,3566,3553,3481
20021,21563,21387,21224,20933,20787
20023,2721,2704,2675,2682,2693
20025,2198,2131,2174,2201,2144
20027,8550,8525,8517,8390,8317
20029,9531,9395,9392,9365,9385
20031,8591,8519,8506,8415,8433
20033,1886,1883,1908,1924,1954
20035,36308,36242,36264,36230,35963
20037,39200,39204,39361,39330,39290
20039,2949,2922,2881,2915,2908
20041,19801,19731,19758,19521,19394
20043,7956,7955,7877,7859,7874
20045,111296,112491,113339,114803,116585
20047,3049,3021,2974,2957,3030
20049,2868,2790,2669,2650,2694
20051,28451,28774,29090,29060,29013
20053,6508,6458,6465,6390,6392
20055,36939,37112,37130,37131,37184
20057,34062,34441,34773,34950,34795
20059,26006,25887,25878,25790,25611
20061,35263,35324,38003,36987,36713
20063,2683,2689,2721,2765,2727
20065,2609,2643,2592,2598,2566
20067,7846,7899,7852,7869,7816
20069,6026,6106,5994,6007,6082
20071,1256,1250,1266,1286,1301
20073,6683,6612,6446,6404,6328
20075,2698,2623,2631,2606,2603
20077,6030,5948,5874,5859,5818
20079,34784,34748,34831,34803,34820
20081,4290,4237,4221,4136,4106
20083,1908,1979,1953,1951,1916
20085,13490,13468,13448,13373,13539
20087,19121,18960,18901,18824,18855
20089,3065,3087,3037,3067,3043
20091,545666,552906,559954,567326,574272
20093,3992,3963,3976,3904,3915
20095,7842,7895,7828,7837,7698
20097,2560,2553,2499,2518,2513
20099,21546,21432,21219,20969,20960
20101,1736,1762,1700,1720,1687
20103,76555,77118,77729,78234,78797
20105,3232,3206,3159,3138,3167
20107,9637,9605,9481,9531,9502
20109,2771,2764,2795,2789,2794
20111,33632,33653,33529,33522,33212
20113,29141,29213,29341,29606,29241
20115,12663,12540,12372,12224,12208
20117,10105,10003,10066,10028,10006
20119,4604,4539,4415,4304,4357
20121,32862,32696,32605,32839,32822
20123,6355,6304,6342,6336,6284
20125,35370,34744,34433,34396,34065
20127,5913,5861,5851,5717,5698
20129,3229,3169,3139,3150,3110
20131,10164,10123,10104,10140,10148
20133,16485,16455,16452,16458,16416
20135,3108,3127,3085,3094,3105
20137,5661,5672,5605,5642,5560
20139,16294,16340,16173,16082,15936
20141,3837,3842,3815,3806,3756
20143,6093,6085,6061,6071,6065
20145,6987,7035,6913,6946,6916
20147,5632,5543,5521,5571,5533
20149,21732,22040,22351,22670,22897
20151,9647,9662,9787,9844,9850
20153,2502,2539,2538,2603,2584
20155,64558,64393,64217,64155,63794
20157,4957,4913,4858,4810,4803
20159,10113,10101,10009,10010,10015
20161,71612,73384,76297,75905,75194
20163,5173,5182,5197,5164,5155
20165,3318,3200,3207,3186,3197
20167,6983,6962,6963,6929,6956
20169,55758,55733,55890,55830,55755
20171,4946,4906,4900,4992,5080
20173,499282,500914,503821,506121,508803
20175,22985,23223,23453,23470,23465
20177,178257,178861,178904,178574,178406
20179,2551,2544,2533,2531,2539
20181,6008,6039,6125,6107,6110
20183,3859,3791,3754,3720,3769
20185,4423,4390,4354,4350,4297
20187,2258,2228,2170,2167,2111
20189,5749,5641,5737,5790,5801
20191,24110,23858,23706,23614,23528
20193,7947,7950,7947,8001,7891
20195,2990,2977,2969,2959,2902
20197,7047,7042,7018,7041,7022
20199,1482,1524,1524,1562,1506
20201,5789,5838,5731,5628,5598
20203,2238,2257,2226,2186,2176
20205,9394,9239,9119,9105,9028
20207,3299,3306,3260,3206,3157
20209,157762,158030,159303,160601,161636
21001,18871,18979,18971,19135,19204
21003,20040,20170,20231,20269,20384
21005,21458,21560,21663,21752,21888
21007,8259,8285,8304,8282,8240
21009,42178,42415,42669,43046,43148
21011,11623,11715,11799,12008,12206
21013,28705,28631,28152,27905,27778
21015,119306,121640,123258,124535,126413
21017,19964,19993,19996,19935,19972
21019,49682,49448,49284,48963,48832
21021,28651,28756,29048,29588,29706
21023,8494,8493,8464,8440,8406
21025,13858,13834,13645,13567,13409
21027,20053,20285,20098,20056,19888
21029,74495,75282,75913,76819,77955
21031,12715,12763,12806,12826,12875
21033,12986,12981,12921,12785,12725
21035,37425,37831,38228,38141,38282
21037,90726,91220,91175,91385,91833
21039,5100,5049,5042,4988,4978
21041,10807,10980,10874,10881,10815
21043,27754,27458,27471,27291,27223
21045,15965,15963,16086,16107,15891
21047,74213,73640,75770,74422,74250
21049,35607,35456,35739,35607,35758
21051,21691,21613,21541,21238,21147
21053,10276,10151,10233,10136,10165
21055,9308,9270,9247,9222,9224
21057,6857,6867,6859,6815,6745
21059,96719,97233,97727,98200,98275
21061,12192,12267,12130,12082,12013
21063,7884,7916,7748,7686,7672
21065,14697,14636,14486,14470,14447
21067,296695,301213,305251,308411,310797
21069,14394,14486,14532,14567,14545
21071,39946,39797,39141,38443,38108
21073,49319,49307,49379,49661,49880
21075,6825,6730,6547,6385,6265
21077,8608,8576,8491,8504,8589
21079,16933,16806,16922,16883,16858
21081,24682,24713,24491,24576,24875
21083,37207,37513,37535,37380,37618
21085,25791,25787,25865,26033,26194
21087,11228,11204,11300,11157,11043
21089,36909,36850,36718,36496,36308
21091,8556,8604,8671,8686,8753
21093,106995,107440,107052,108073,108266
21095,29238,29177,28616,28527,28163
21097,18819,18679,18592,18532,18592
21099,18218,18348,18433,18539,18597
21101,46270,46384,46462,46389,46467
21103,15407,15382,15342,15431,15572
21105,4883,4823,4764,4748,4734
21107,46890,46896,46702,46556,46376
21109,13491,13397,13298,13376,13289
21111,742227,746562,751327,757282,760026
21113,48678,48865,49563,50084,50815
21115,23385,23424,23415,23464,23262
21117,160023,160583,161671,163367,163929
21119,16361,16290,16087,16064,15892
21121,31867,32081,31700,31837,31798
21123,14199,14206,14085,14076,14180
21125,59017,59377,59587,59681,60015
21127,15879,15908,15827,15832,15804
21129,7714,7791,7646,7659,7594
21131,11290,11281,11144,11005,10918
21133,24571,24436,23946,23513,23359
21135,13854,13864,13842,13799,13880
21137,24756,24709,24408,24413,24445
21139,9538,9505,9447,9368,9359
21141,26853,26828,26703,26968,26867
21143,8319,8428,8437,8463,8430
21145,65566,65818,65645,65380,65316
21147,18271,18255,18035,17941,17863
21149,9516,9524,9520,9513,9478
21151,83868,84829,85206,86181,87340
21153,13313,13215,13030,12907,12913
21155,19811,20030,19990,19985,20007
21157,31458,31264,31268,31173,30953
21159,12890,12875,12763,12683,12537
21161,17508,17544,17463,17309,17166
21163,28703,29649,29276,29246,29139
21165,6355,6406,6314,6323,6287
21167,21340,21265,21343,21286,21319
21169,10119,10071,9983,9963,9990
21171,10977,10918,10859,10725,10704
21173,26534,26746,26880,27282,27474
21175,13752,13727,13480,13349,13303
21177,31642,31505,31359,31244,31207
21179,43604,44013,44351,44492,44812
21181,7127,7100,7029,7022,7041
21183,23842,23985,24011,23967,23977
21185,60408,60782,61423,62454,63490
21187,10842,10818,10761,10634,10645
21189,4777,4832,4694,4618,4508
21191,14922,14669,14547,14579,14493
21193,28703,28739,28279,27986,27597
21195,65239,65162,64563,63902,63034
21197,12665,12643,12495,12522,12434
21199,63177,63386,63448,63688,63825
21201,2274,2288,2215,2220,2197
21203,17066,17111,17069,16755,16826
21205,23337,23496,23414,23524,23655
21207,17556,17661,17541,17698,17774
21209,47453,48039,49028,50033,51284
21211,42267,42902,43603,44259,44875
21213,17337,17305,17559,17728,17826
21215,17114,17351,17409,17554,17668
21217,24802,24997,25049,25190,25257
21219,12426,12427,12640,12484,12520
21221,14346,14202,14392,14302,14142
21223,8805,8806,8842,8842,8786
21225,15293,15283,15119,15101,15165
21227,114234,115304,117185,118664,120460
21229,11728,11875,11882,11912,11959
21231,20840,20880,20775,20659,20486
21233,13602,13550,13479,13401,13236
21235,35681,35509,35505,35586,35503
21237,7349,7359,7188,7253,7214
21239,25005,24893,25039,25254,25563
22001,61861,61766,61873,62169,62486
22003,25743,25750,25613,25635,25713
22005,107863,110041,112173,114432,117029
22007,23360,23187,23073,23196,23034
22009,42110,41836,41602,41327,41145
22011,35824,36046,36254,36223,36198
22013,14334,14234,14163,13995,13885
22015,117601,120003,123073,123848,125064
22017,255609,256942,257328,255164,252603
22019,193170,193907,194653,195782,197204
22021,10131,10081,10000,9933,9894
22023,6899,6685,6623,6679,6679
22025,10380,10317,10250,10266,10151
22027,17155,16953,16861,16702,16412
22029,20833,20823,20446,20475,20466
22031,26733,26820,27035,27112,27142
22033,440854,441518,444296,445279,446042
22035,7735,7674,7578,7537,7487
22037,20178,20155,19970,19705,19813
22039,33967,33821,33657,33746,33700
22041,20836,20788,20613,20545,20441
22043,22340,22364,22376,22351,22384
22045,73272,73543,73916,74030,73913
22047,33395,33367,33350,33438,33327
22049,16292,16346,16236,16128,15994
22051,432767,434056,434575,435524,435716
22053,31639,31586,31439,31321,31477
22055,222152,224257,227055,231310,235644
22057,96699,97008,97125,97325,98020
22059,14910,14943,14858,14820,14839
22061,46868,47055,47146,47528,47617
22063,128689,130180,131944,134238,135751
22065,12104,11973,12194,11927,11843
22067,27888,27482,27431,27035,26760
22069,39509,39517,39461,39140,39166
22071,347987,360877,370167,379006,384320
22073,153950,154619,155350,156182,156325
22075,23118,23639,23901,23620,23447
22077,22767,22828,22711,22443,22406
22079,131787,132055,132111,132552,132488
22081,9064,9054,9027,8871,8669
22083,20756,20908,20923,20900,20740
22085,24237,24433,24306,24257,24199
22087,36796,39489,41498,43380,44409
22089,52868,52407,52437,52622,52745
22091,11171,11014,11032,10851,10619
22093,22030,21842,21698,21700,21638
22095,45652,45082,44753,43619,43745
22097,83500,83426,83483,83472,83709
22099,52275,52863,52716,52946,53315
22101,54562,54136,53526,53533,53162
22103,234576,236843,239346,242478,245829
22105,121572,122727,123767,125508,127049
22107,5235,5096,4971,4907,4830
22109,111522,111618,111731,112638,113328
22111,22835,22771,22535,22436,22539
22113,58090,58248,58660,59308,59616
22115,52752,52334,54176,52828,52132
22117,47119,47164,46664,46384,46286
22119,41218,41256,40943,40701,40333
22121,23949,24079,24068,24555,25085
22123,11584,11527,11506,11467,11525
22125,15625,15475,15449,15468,15406
22127,15284,15138,15049,14787,14743
23001,107661,107353,107506,107391,107440
23003,71704,71330,70744,70039,69447
23005,281390,282651,284050,285866,287797
23007,30704,30701,30627,30519,30296
23009,54353,54532,54536,54790,54696
23011,122053,121727,121586,121056,121112
23013,39707,39684,39608,39588,39676
23015,34382,34269,34195,34170,34170
23017,57785,57778,57496,57290,57238
23019,153831,153799,153612,153479,153414
23021,17540,17353,17260,17176,17026
23023,35221,35097,35114,35034,35045
23025,52227,51909,51829,51680,51163
23027,38797,38806,38889,38975,39051
23029,32810,32694,32485,32186,31808
23031,197196,198247,199055,199463,200710
24001,74988,74527,73883,73531,72952
24003,539174,544976,550715,556348,560133
24005,806233,813136,818425,823883,826925
24009,88940,89272,89661,90480,90613
24011,33068,32919,32628,32642,32538
24013,167220,167260,167190,167494,167830
24015,101160,101653,101822,101999,102383
24017,147118,149242,150791,152900,154747
24019,32681,32712,32488,32612,32578
24021,234172,237338,239668,241414,243675
24023,30087,30107,29901,29950,29679
24025,245205,246725,248696,249415,250105
24027,288605,293839,299685,304934,309284
24029,20212,20251,19999,19799,19820
24031,975934,992738,1006547,1019767,1030447
24033,865905,875524,883764,894199,904430
24035,47871,48380,48570,48572,48804
24037,105740,107757,108999,109484,110382
24039,26483,26352,26153,26139,25859
24041,37864,37954,38062,37949,37643
24043,147749,148814,149162,149266,149573
24045,98899,100010,100472,100961,101539
24047,51476,51458,51588,51595,51675
24510,621317,620889,622950,623404,622793
25001,215903,215335,214845,214836,214914
25003,131310,130575,130230,129489,128715
25005,549076,549125,550765,552167,554194
25007,16553,16679,16796,17190,17356
25009,745478,751550,756763,764093,769091
25011,71317,71624,71544,71155,70862
25013,464160,465963,466539,467414,468161
25015,159266,160112,160351,160970,160939
25017,1506852,1523671,1540192,1558131,1570315
25019,10154,10148,10342,10568,10856
25021,672645,677943,682749,688709,692254
25023,495856,498269,499076,503636,507022
25025,725319,737471,749504,760093,767254
25027,800184,803805,806133,810423,813475
26001,10885,10769,10599,10577,10454
26003,9560,9551,9494,9515,9459
26005,111507,111552,111939,112485,113847
26007,29546,29356,29240,29081,28988
26009,23521,23404,23361,23289,23267
26011,15868,15634,15512,15451,15353
26013,8835,8813,8706,8688,8654
26015,59080,58971,59073,59131,59281
26017,107695,107477,107084,106936,106179
26019,17503,17433,17387,17406,17519
26021,156803,156544,156057,155321,155233
26023,45164,43886,43756,43472,43545
26025,135998,135282,134760,134830,134878
26027,52197,52466,52054,51682,51608
26029,25910,26006,26039,26115,26121
26031,26083,25940,25774,25635,25675
26033,38598,38897,38996,38679,38321
26035,30995,30951,30780,30553,30652
26037,75388,76178,76426,77106,77297
26039,14044,14022,13985,13908,13745
26041,37061,36934,36831,36819,36559
26043,26157,26084,26228,26057,25957
26045,107757,107858,107968,108243,108579
26047,32657,32787,32895,33067,33204
26049,424976,421716,418058,415623,412895
26051,25722,25839,25508,25514,25411
26053,16394,16130,16050,15900,15737
26055,86954,88141,89005,90024,90782
26057,42409,42148,42031,42034,41665
26059,46600,46603,46264,46115,45830
26061,36712,36909,36850,36729,36495
26063,33081,32745,32466,32264,32065
26065,281013,281944,282272,282999,284582
26067,63848,63845,63896,63996,64294
26069,25810,25536,25370,25385,25420
26071,11809,11761,11586,11530,11387
26073,70318,70621,70552,70424,70616
26075,160149,159678,160156,159909,159741
26077,250777,252525,255020,257211,258818
26079,17125,17144,17082,17274,17394
26081,602812,607913,614545,622396,629237
26083,2143,2229,2207,2181,2217
26085,11499,11475,11468,11372,11341
26087,88159,88024,88184,88257,88153
26089,21725,21672,21636,21747,21915
26091,99649,99391,99150,99048,99047
26093,180987,182334,183013,184392,185596
26095,6599,6519,6494,6520,6426
26097,11087,11069,11129,11072,11042
26099,841097,842765,847750,854997,860112
26101,24554,24703,24604,24444,24420
26103,67101,67446,67790,67663,67676
26105,28725,28644,28669,28665,28824
26107,42824,43420,43482,43218,43186
26109,23973,23922,23748,23835,23714
26111,83664,83765,83649,83593,83427
26113,14817,14945,15037,15092,15037
26115,151911,151499,150840,150179,149824
26117,63261,63173,63059,62843,62893
26119,9775,9595,9492,9368,9300
26121,171916,169986,170146,172246,172344
26123,48389,48434,47962,47944,47900
26125,1202763,1210910,1220631,1231820,1237868
26127,26524,26426,26259,26195,26221
26129,21642,21538,21425,21219,21039
26131,6742,6610,6404,6312,6172
26133,23512,23447,23270,23237,23169
26135,8611,8655,8602,8388,8371
26137,24151,24138,24049,24133,24158
26139,264052,266298,269454,272877,276292
26141,13299,13181,13112,13044,13004
26143,24444,24283,24091,23930,23955
26145,199882,198815,198268,196660,195012
26147,162673,161498,160564,160225,160078
26149,61259,61043,60902,60841,60946
26151,43053,42690,42311,41863,41587
26153,8474,8477,8355,8246,8171
26155,70637,69981,69300,68916,68933
26157,55681,55377,54705,54210,54000
26159,76143,75907,75250,75346,75199
26161,345525,349150,351301,354418,356874
26163,1815497,1801614,1792770,1775703,1764804
26165,32758,32695,32594,32561,32886
27001,16219,16110,15945,15774,15771
27003,331438,332916,336132,339229,341864
27005,32534,32817,33018,33224,33259
27007,44585,45108,45241,45582,45664
27009,38455,38823,38867,39250,39506
27011,5260,5224,5165,5124,5127
27013,64069,64313,65000,64835,65385
27015,25875,25680,25423,25293,25292
27017,35410,35475,35311,35383,35571
27019,91376,92811,93890,95644,97338
27021,28640,28371,28398,28527,28559
27023,12451,12333,12149,12132,12110
27025,53934,53752,53491,53789,54025
27027,59145,59957,60213,60646,61286
27029,8708,8711,8682,8781,8791
27031,5170,5211,5182,5184,5233
27033,11698,11741,11648,11662,11633
27035,62609,62652,62850,63125,63265
27037,399146,402034,405067,408829,412529
27039,20145,20175,20237,20319,20353
27041,36008,36258,36446,36563,36790
27043,14502,14538,14261,14191,14192
27045,20837,20878,20894,20825,20776
27047,31211,31097,31052,30972,30840
27049,46184,46264,46393,46416,46423
27051,5999,6001,5945,5986,5956
27053,1154184,1169360,1184787,1200060,1212064
27055,18997,18918,18816,18826,18738
27057,20416,20487,20436,20680,20573
27059,37876,38242,38245,38174,38413
27061,45032,45137,45252,45506,45589
27063,10268,10195,10298,10268,10269
27065,16235,16244,15999,16010,15930
27067,42245,42248,42399,42403,42285
27069,4541,4535,4505,4489,4435
27071,13301,13236,13180,13117,12856
27073,7233,7231,7116,7010,6891
27075,10863,10805,10830,10778,10680
27077,4041,4023,3968,3931,3918
27079,27690,27802,27647,27678,27770
27081,5877,5846,5800,5792,5788
27083,25856,25808,25618,25674,25665
27085,36608,36408,36011,35953,35882
27087,5424,5495,5521,5485,5505
27089,9429,9476,9471,9443,9417
27091,20825,20631,20482,20418,20220
27093,23307,23200,23044,23079,23107
27095,26083,25875,25728,25884,25884
27097,33230,33248,33097,32884,32810
27099,39219,39322,39377,39318,39323
27101,8685,8648,8574,8554,8470
27103,32740,32963,32936,32883,33093
27105,21394,21568,21674,21719,21590
27107,6847,6840,6637,6662,6639
27109,144500,145981,147156,149232,150287
27111,57260,57307,57292,57591,57635
27113,13946,14023,14071,14105,14058
27115,29718,29617,29223,29083,29095
27117,9581,9516,9373,9282,9281
27119,31662,31569,31513,31703,31704
27121,10969,10927,10918,10932,10984
27123,509372,515710,520919,527667,532655
27125,4074,4102,4075,4063,4043
27127,16033,16055,15853,15712,15515
27129,15674,15452,15343,15134,15025
27131,64297,64937,64904,64854,65151
27133,9659,9625,9551,9547,9553
27135,15557,15504,15487,15497,15679
27137,200198,200418,200487,200763,200949
27139,130480,132638,135254,137603,139672
27141,88788,89251,89488,90197,91126
27143,15231,15175,15100,15058,14918
27145,150733,151249,151646,152098,152912
27147,36506,36551,36301,36429,36573
27149,9710,9725,9745,9761,9800
27151,9752,9679,9606,9535,9436
27153,24880,24834,24546,24417,24264
27155,3539,3513,3426,3410,3387
27157,21658,21522,21422,21462,21362
27159,13835,13706,13689,13782,13757
27161,19138,19175,19194,19101,19025
27163,238897,241539,244112,246683,249283
27165,11213,11182,11155,11123,11083
27167,6573,6579,6608,6550,6495
27169,51393,51347,51326,51262,51097
27171,125102,126298,127316,128298,129918
27173,10436,10289,10168,10163,10109
28001,32596,32427,32141,32043,31737
28003,37111,37303,37237,37364,37380
28005,13112,13177,12972,12895,12629
28007,19559,19332,19123,19338,19163
28009,8699,8711,8652,8506,8296
28011,34121,33838,34061,34019,33768
28013,14957,14914,14848,14739,14745
28015,10597,10471,10413,10353,10254
28017,17398,17446,17406,17317,17313
28019,8558,8398,8355,8390,8294
28021,9570,9779,9376,9177,9080
28023,16704,16658,16495,16389,16299
28025,20557,20500,20395,20395,20225
28027,26114,25862,25685,25165,24807
28029,29418,29230,28902,28795,28797
28031,19585,19497,19523,19426,19442
28033,161791,163905,166355,168364,170913
28035,75034,75918,76769,76745,76330
28037,8117,7984,7887,7901,7833
28039,22654,22816,22872,23154,23303
28041,14402,14285,14286,14241,14326
28043,21872,21593,21616,21552,21666
28045,44089,44743,45310,45587,45949
28047,187917,190946,193691,196597,199058
28049,245766,248409,248298,245616,243729
28051,19393,19187,19040,18746,18459
28053,9336,9328,9208,8918,8741
28055,1398,1395,1410,1416,1397
28057,23397,23320,23371,23461,23527
28059,139518,140073,139969,140274,141137
28061,16986,16796,16535,16517,16601
28063,7712,7576,7649,7632,7599
28065,12456,12188,12087,11948,11822
28067,67882,67921,68385,68886,68290
28069,10474,10270,10366,10276,10163
28071,47535,48404,50416,51993,52930
28073,56095,57148,57864,58983,60099
28075,80370,80591,80271,80332,79739
28077,12896,12668,12601,12512,12502
28079,23779,23305,23253,23309,23193
28081,82931,84208,85115,85440,85246
28083,32331,31947,31566,31592,31422
28085,34893,34855,34849,34750,34775
28087,59820,59586,59641,59901,59730
28089,95590,97110,98479,100241,101688
28091,27054,26750,26398,26173,25868
28093,37073,36765,36587,36520,36234
28095,36890,36534,36378,36112,36003
28097,10906,10755,10557,10550,10400
28099,29668,29705,29679,29461,29465
28101,21679,21509,21625,21709,21832
28103,11507,11335,11175,11069,11115
28105,47689,47853,48956,49284,49414
28107,34670,34517,34464,34439,34444
28109,55723,55469,55090,54957,55224
28111,12207,12232,12080,12118,12227
28113,40443,40420,40111,40015,40058
28115,30023,29784,30345,30770,30950
28117,25218,25307,25310,25426,25428
28119,8175,8030,7802,7824,7678
28121,142532,144075,145604,147135,148070
28123,28315,28297,28248,28241,28461
28125,4878,4875,4787,4684,4647
28127,27503,27346,27334,27477,27463
28129,16466,16515,16333,16216,16188
28131,17896,17924,18049,17962,17875
28133,29023,28574,28473,28003,27496
28135,15344,15359,15103,15051,14761
28137,28992,28734,28506,28349,28204
28139,22187,22067,21965,22086,22039
28141,19594,19595,19589,19461,19420
28143,10760,10587,10458,10512,10598
28145,27153,27335,27352,27745,28097
28147,15401,15381,15088,14903,14859
28149,48812,48253,48120,48286,47983
28151,51093,50450,50051,49638,48958
28153,20771,20649,20635,20508,20490
28155,10283,10128,10051,9949,9972
28157,9852,9571,9451,9338,9191
28159,19197,19024,18985,18727,18478
28161,12648,12510,12373,12358,12276
28163,28096,28232,28282,27955,27817
29001,25619,25607,25671,25713,25602
29003,17349,17295,17420,17420,17379
29005,5659,5595,5532,5433,5382
29007,25461,25593,25610,25635,25887
29009,35777,35660,35646,35660,35662
29011,12381,12382,12365,12247,12057
29013,17047,17028,16709,16531,16584
29015,19119,19028,18958,18895,18806
29017,12345,12384,12405,12444,12394
29019,163182,165922,168592,170929,172717
29021,89095,89583,89779,89738,89486
29023,42809,42999,43012,42992,42972
29025,9447,9210,9116,9075,9034
29027,44338,44332,44458,44535,44750
29029,44034,43600,43870,43839,44021
29031,75870,76630,77080,77530,78043
29033,9275,9249,9095,9121,9043
29035,6292,6309,6253,6304,6258
29037,99697,99927,100439,100744,100889
29039,13989,13839,13834,13947,13952
29041,7849,7744,7683,7664,7694
29043,77887,78709,79781,80803,82101
29045,7137,7041,6987,6923,6917
29047,222696,225148,227689,230706,233682
29049,20749,20671,20505,20503,20299
29051,76116,76431,76377,76649,76557
29053,17589,17573,17529,17650,17585
29055,24610,24814,24774,24554,24650
29057,7862,7777,7566,7559,7628
29059,16731,16762,16775,16504,16389
29061,8453,8322,8271,8277,8297
29063,12878,12914,12874,12762,12692
29065,15718,15602,15665,15766,15655
29067,13645,13625,13598,13463,13546
29069,31952,32031,31872,31692,31344
29071,101537,101648,101386,101757,102084
29073,15221,15104,14980,14899,14866
29075,6732,6820,6799,6783,6826
29077,275377,277386,280686,283970,285865
29079,10260,10251,10323,10366,10197
29081,8952,8906,8741,8736,8639
29083,22241,22188,22150,22061,22028
29085,9633,9583,9392,9274,9219
29087,4900,4830,4656,4571,4516
29089,10127,10189,10181,10260,10159
29091,40608,40642,40622,40298,40173
29093,10601,10485,10424,10344,10267
29095,674920,675251,677390,680082,683191
29097,117774,117858,115382,116424,117543
29099,219083,219644,220102,221245,222716
29101,52702,53432,54418,54482,54362
29103,4125,4111,4084,4070,4000
29105,35654,35577,35412,35640,35439
29107,33409,33241,33109,32898,32688
29109,38575,38464,38373,38095,38023
29111,10200,10239,10160,10145,10138
29113,52708,53107,53348,53878,54249
29115,12753,12572,12486,12349,12311
29117,15114,15108,15023,14870,15053
29119,23065,22870,22920,22600,22800
29121,15605,15482,15556,15512,15479
29123,12202,12332,12467,12398,12368
